District,State,Reference_Year,Population,Rural_Percent,Urban_Percent,Literacy_Percent,Poverty_Percent,Population_Density_per_sq_km,Dataset_Status
HP_District_21,Himachal Pradesh,2021,1200088,55.56,44.44,73.91,27.93,786.37,Synthetic data for visualization practice
HP_District_22,Himachal Pradesh,2011,1031058,52.42,47.58,68.2,17.47,518.22,Synthetic data for visualization practice
HP_District_22,Himachal Pradesh,2016,1073174,62.19,37.81,70.6,21.93,267.66,Synthetic data for visualization practice
HP_District_22,Himachal Pradesh,2021,1185371,48.7,51.3,61.46,21.28,273.64,Synthetic data for visualization practice
HP_District_23,Himachal Pradesh,2011,2492790,72.37,27.63,50.71,25.28,706.68,Synthetic data for visualization practice
HP_District_23,Himachal Pradesh,2016,2695138,45.3,54.7,66.68,19.37,803.87,Synthetic data for visualization practice
HP_District_23,Himachal Pradesh,2021,2748617,49.83,50.17,82.72,12.28,1808.55,Synthetic data for visualization practice
HP_District_24,Himachal Pradesh,2011,1078603,52.12,47.88,68.51,21.11,376.71,Synthetic data for visualization practice
HP_District_24,Himachal Pradesh,2016,1131873,62.59,37.41,63.34,19.59,295.11,Synthetic data for visualization practice
HP_District_24,Himachal Pradesh,2021,1255797,52.36,47.64,78.03,25.81,307.18,Synthetic data for visualization practice
HP_District_25,Himachal Pradesh,2011,801167,40.58,59.42,61.46,21.19,164.26,Synthetic data for visualization practice
HP_District_25,Himachal Pradesh,2016,837290,60.63,39.37,65.55,19.83,187.39,Synthetic data for visualization practice
HP_District_25,Himachal Pradesh,2021,934896,59.08,40.92,72.62,10.87,999.68,Synthetic data for visualization practice
HP_District_26,Himachal Pradesh,2011,534494,63.41,36.59,68.74,31.89,162.0,Synthetic data for visualization practice
HP_District_26,Himachal Pradesh,2016,558996,72.28,27.72,81.46,12.37,1379.39,Synthetic data for visualization practice
HP_District_26,Himachal Pradesh,2021,637426,59.09,40.91,76.99,10.9,200.44,Synthetic data for visualization practice
HP_District_27,Himachal Pradesh,2011,2181703,49.73,50.27,49.97,13.32,500.58,Synthetic data for visualization practice
HP_District_27,Himachal Pradesh,2016,2272375,33.58,66.42,72.23,14.82,1541.1,Synthetic data for visualization practice
HP_District_27,Himachal Pradesh,2021,2439328,59.06,40.94,61.68,42.79,1052.8,Synthetic data for visualization practice
HP_District_28,Himachal Pradesh,2011,1031602,50.61,49.39,67.02,15.91,253.23,Synthetic data for visualization practice
HP_District_28,Himachal Pradesh,2016,1092074,46.71,53.29,52.84,12.67,370.05,Synthetic data for visualization practice
HP_District_28,Himachal Pradesh,2021,1178071,52.99,47.01,82.53,15.78,959.87,Synthetic data for visualization practice
HP_District_29,Himachal Pradesh,2011,1219844,49.13,50.87,69.83,28.56,453.96,Synthetic data for visualization practice
HP_District_29,Himachal Pradesh,2016,1303715,66.22,33.78,70.51,18.23,1883.7,Synthetic data for visualization practice
HP_District_29,Himachal Pradesh,2021,1416738,49.13,50.87,66.12,30.2,651.45,Synthetic data for visualization practice
HP_District_30,Himachal Pradesh,2011,1680914,56.72,43.28,75.04,21.55,387.98,Synthetic data for visualization practice
HP_District_30,Himachal Pradesh,2016,1790676,62.98,37.02,84.37,22.07,510.87,Synthetic data for visualization practice
HP_District_30,Himachal Pradesh,2021,1841871,70.29,29.71,80.24,27.05,371.93,Synthetic data for visualization practice
J_District_01,Jharkhand,2011,499919,51.78,48.22,68.69,6.09,359.54,Synthetic data for visualization practice
J_District_01,Jharkhand,2016,533018,57.55,42.45,59.2,26.97,132.92,Synthetic data for visualization practice
J_District_01,Jharkhand,2021,580907,57.92,42.08,65.69,17.41,264.55,Synthetic data for visualization practice
J_District_02,Jharkhand,2011,1817957,42.72,57.28,63.08,22.19,394.8,Synthetic data for visualization practice
J_District_02,Jharkhand,2016,1960209,38.93,61.07,69.14,31.41,517.48,Synthetic data for visualization practice
J_District_02,Jharkhand,2021,2132221,43.92,56.08,75.43,17.38,1624.58,Synthetic data for visualization practice
J_District_03,Jharkhand,2011,2880663,35.36,64.64,85.49,17.4,725.08,Synthetic data for visualization practice
J_District_03,Jharkhand,2016,3069938,59.88,40.12,69.32,27.75,777.35,Synthetic data for visualization practice
J_District_03,Jharkhand,2021,3219721,51.93,48.07,79.75,10.85,996.3,Synthetic data for visualization practice
J_District_04,Jharkhand,2011,2027713,54.15,45.85,58.23,16.47,497.21,Synthetic data for visualization practice
J_District_04,Jharkhand,2016,2145693,40.14,59.86,60.42,23.99,567.93,Synthetic data for visualization practice
J_District_04,Jharkhand,2021,2224543,54.42,45.58,83.62,29.03,780.21,Synthetic data for visualization practice
J_District_05,Jharkhand,2011,2362797,34.59,65.41,66.39,33.45,1284.76,Synthetic data for visualization practice
J_District_05,Jharkhand,2016,2482257,26.06,73.94,61.13,16.56,1555.27,Synthetic data for visualization practice
J_District_05,Jharkhand,2021,2770722,51.31,48.69,87.91,25.21,711.63,Synthetic data for visualization practice
J_District_06,Jharkhand,2011,1877817,30.42,69.58,60.95,8.56,421.49,Synthetic data for visualization practice
J_District_06,Jharkhand,2016,1994024,40.52,59.48,73.33,33.75,765.87,Synthetic data for visualization practice
J_District_06,Jharkhand,2021,2043622,52.38,47.62,78.64,32.81,428.2,Synthetic data for visualization practice
J_District_07,Jharkhand,2011,2505587,46.98,53.02,68.81,24.56,505.29,Synthetic data for visualization practice
J_District_07,Jharkhand,2016,2691504,62.88,37.12,73.97,25.05,1559.37,Synthetic data for visualization practice
J_District_07,Jharkhand,2021,2943609,70.85,29.15,80.97,25.42,3639.51,Synthetic data for visualization practice
J_District_08,Jharkhand,2011,461782,90.0,10.0,82.96,21.29,234.31,Synthetic data for visualization practice
J_District_08,Jharkhand,2016,497042,50.02,49.98,76.6,16.4,401.63,Synthetic data for visualization practice
J_District_08,Jharkhand,2021,502684,30.51,69.49,70.78,15.26,117.84,Synthetic data for visualization practice
J_District_09,Jharkhand,2011,265695,55.15,44.85,66.42,17.69,124.83,Synthetic data for visualization practice
J_District_09,Jharkhand,2016,282413,77.06,22.94,73.33,23.8,84.13,Synthetic data for visualization practice
J_District_09,Jharkhand,2021,316087,60.85,39.15,83.93,6.89,286.23,Synthetic data for visualization practice
J_District_10,Jharkhand,2011,2855218,54.61,45.39,63.55,11.61,880.49,Synthetic data for visualization practice
J_District_10,Jharkhand,2016,3063913,28.68,71.32,79.71,25.67,1424.73,Synthetic data for visualization practice
J_District_10,Jharkhand,2021,3143462,53.3,46.7,82.94,9.08,655.49,Synthetic data for visualization practice
J_District_11,Jharkhand,2011,871618,47.56,52.44,77.79,30.71,790.75,Synthetic data for visualization practice
J_District_11,Jharkhand,2016,925395,59.08,40.92,72.09,11.65,627.54,Synthetic data for visualization practice
J_District_11,Jharkhand,2021,963679,52.77,47.23,74.09,10.41,246.09,Synthetic data for visualization practice
J_District_12,Jharkhand,2011,1066663,38.96,61.04,66.37,13.04,452.49,Synthetic data for visualization practice
J_District_12,Jharkhand,2016,1159792,67.23,32.77,68.01,18.75,1191.88,Synthetic data for visualization practice
J_District_12,Jharkhand,2021,1244378,83.1,16.9,57.39,32.28,621.48,Synthetic data for visualization practice
J_District_13,Jharkhand,2011,982701,76.4,23.6,69.1,16.35,555.5,Synthetic data for visualization practice
J_District_13,Jharkhand,2016,1058412,40.8,59.2,81.99,15.81,322.48,Synthetic data for visualization practice
J_District_13,Jharkhand,2021,1114729,55.46,44.54,61.6,12.56,2012.6,Synthetic data for visualization practice
J_District_14,Jharkhand,2011,2438108,61.61,38.39,76.58,20.96,2199.88,Synthetic data for visualization practice
J_District_14,Jharkhand,2016,2629585,46.55,53.45,79.51,31.89,1934.78,Synthetic data for visualization practice
J_District_14,Jharkhand,2021,2905042,46.81,53.19,58.8,18.24,949.61,Synthetic data for visualization practice
J_District_15,Jharkhand,2011,1986807,48.5,51.5,91.03,16.55,2532.14,Synthetic data for visualization practice
J_District_15,Jharkhand,2016,2078017,41.35,58.65,65.81,32.71,733.23,Synthetic data for visualization practice
J_District_15,Jharkhand,2021,2309005,35.27,64.73,77.89,14.23,1596.5,Synthetic data for visualization practice
J_District_16,Jharkhand,2011,2877309,58.43,41.57,72.48,27.74,787.57,Synthetic data for visualization practice
J_District_16,Jharkhand,2016,3145097,37.14,62.86,85.52,37.06,934.63,Synthetic data for visualization practice
J_District_16,Jharkhand,2021,3426821,34.25,65.75,67.84,38.11,1045.15,Synthetic data for visualization practice
J_District_17,Jharkhand,2011,367172,44.72,55.28,60.1,29.0,229.63,Synthetic data for visualization practice
J_District_17,Jharkhand,2016,398583,64.42,35.58,79.47,20.06,531.34,Synthetic data for visualization practice
J_District_17,Jharkhand,2021,437212,34.46,65.54,80.19,18.92,107.39,Synthetic data for visualization practice
J_District_18,Jharkhand,2011,1581697,50.61,49.39,61.47,24.41,400.05,Synthetic data for visualization practice
J_District_18,Jharkhand,2016,1705457,44.27,55.73,77.54,35.13,726.14,Synthetic data for visualization practice
J_District_18,Jharkhand,2021,1883292,63.58,36.42,89.08,24.97,801.85,Synthetic data for visualization practice
J_District_19,Jharkhand,2011,2156033,36.88,63.12,83.4,13.93,452.77,Synthetic data for visualization practice
J_District_19,Jharkhand,2016,2262064,68.77,31.23,67.37,15.67,3859.32,Synthetic data for visualization practice
J_District_19,Jharkhand,2021,2436197,36.53,63.47,89.45,15.67,925.4,Synthetic data for visualization practice
J_District_20,Jharkhand,2011,1610728,73.79,26.21,52.5,31.36,1185.92,Synthetic data for visualization practice
J_District_20,Jharkhand,2016,1735260,44.86,55.14,89.93,23.0,606.04,Synthetic data for visualization practice
J_District_20,Jharkhand,2021,1799183,56.34,43.66,73.6,25.51,1160.42,Synthetic data for visualization practice
J_District_21,Jharkhand,2011,2804663,64.1,35.9,65.97,27.38,1269.23,Synthetic data for visualization practice
J_District_21,Jharkhand,2016,2930395,51.73,48.27,82.75,8.09,1135.99,Synthetic data for visualization practice
J_District_21,Jharkhand,2021,3131217,82.45,17.55,92.57,22.4,2849.26,Synthetic data for visualization practice
J_District_22,Jharkhand,2011,2929008,74.13,25.87,74.82,29.41,1031.07,Synthetic data for visualization practice
J_District_22,Jharkhand,2016,3169205,41.22,58.78,69.04,17.82,2366.88,Synthetic data for visualization practice
J_District_22,Jharkhand,2021,3499939,48.65,51.35,69.63,22.84,732.26,Synthetic data for visualization practice
J_District_23,Jharkhand,2011,1478661,41.27,58.73,79.89,21.19,829.62,Synthetic data for visualization practice
J_District_23,Jharkhand,2016,1568822,44.01,55.99,67.22,17.5,802.65,Synthetic data for visualization practice
J_District_23,Jharkhand,2021,1633244,61.11,38.89,85.92,31.69,1174.38,Synthetic data for visualization practice
J_District_24,Jharkhand,2011,262486,63.15,36.85,67.61,28.61,199.33,Synthetic data for visualization practice
J_District_24,Jharkhand,2016,286908,77.89,22.11,60.76,25.51,217.9,Synthetic data for visualization practice
J_District_24,Jharkhand,2021,291321,73.94,26.06,76.76,31.97,136.29,Synthetic data for visualization practice
J_District_25,Jharkhand,2011,1885297,41.49,58.51,72.63,20.78,411.87,Synthetic data for visualization practice
J_District_25,Jharkhand,2016,2057126,60.8,39.2,59.53,5.0,1962.72,Synthetic data for visualization practice
J_District_25,Jharkhand,2021,2059076,42.08,57.92,45.0,15.19,1294.3,Synthetic data for visualization practice
J_District_26,Jharkhand,2011,1551070,60.81,39.19,84.53,26.13,2175.82,Synthetic data for visualization practice
J_District_26,Jharkhand,2016,1688731,39.72,60.28,75.95,29.96,986.5,Synthetic data for visualization practice
J_District_26,Jharkhand,2021,1841929,62.96,37.04,58.67,13.3,2986.59,Synthetic data for visualization practice
J_District_27,Jharkhand,2011,2842569,70.49,29.51,63.7,14.2,2355.72,Synthetic data for visualization practice
J_District_27,Jharkhand,2016,2998755,45.95,54.05,55.29,24.33,1148.38,Synthetic data for visualization practice
J_District_27,Jharkhand,2021,3258696,70.33,29.67,71.47,7.88,1845.15,Synthetic data for visualization practice
J_District_28,Jharkhand,2011,259838,50.25,49.75,75.78,36.79,86.25,Synthetic data for visualization practice
J_District_28,Jharkhand,2016,277614,41.56,58.44,60.59,22.76,693.63,Synthetic data for visualization practice
J_District_28,Jharkhand,2021,302651,55.27,44.73,61.15,22.09,82.87,Synthetic data for visualization practice
J_District_29,Jharkhand,2011,2396255,47.07,52.93,72.6,26.51,1598.66,Synthetic data for visualization practice
J_District_29,Jharkhand,2016,2558482,58.26,41.74,60.15,16.13,1063.38,Synthetic data for visualization practice
J_District_29,Jharkhand,2021,2859864,56.4,43.6,85.31,26.06,2764.1,Synthetic data for visualization practice
J_District_30,Jharkhand,2011,2048815,76.58,23.42,78.93,36.39,2420.55,Synthetic data for visualization practice
J_District_30,Jharkhand,2016,2222396,35.73,64.27,46.23,29.35,759.41,Synthetic data for visualization practice
J_District_30,Jharkhand,2021,2420390,36.61,63.39,71.2,23.48,1241.33,Synthetic data for visualization practice
K_District_01,Karnataka,2011,1327794,53.14,46.86,82.63,27.05,366.2,Synthetic data for visualization practice
K_District_01,Karnataka,2016,1413602,73.38,26.62,76.19,24.25,434.86,Synthetic data for visualization practice
K_District_01,Karnataka,2021,1450429,73.62,26.38,67.71,30.76,323.34,Synthetic data for visualization practice
K_District_02,Karnataka,2011,1688316,47.55,52.45,81.2,20.32,488.25,Synthetic data for visualization practice
K_District_02,Karnataka,2016,1772225,64.63,35.37,87.76,5.0,356.9,Synthetic data for visualization practice
K_District_02,Karnataka,2021,1842154,63.7,36.3,68.07,21.97,1698.68,Synthetic data for visualization practice
K_District_03,Karnataka,2011,2870389,72.77,27.23,58.03,25.53,1575.21,Synthetic data for visualization practice
K_District_03,Karnataka,2016,3057478,84.58,15.42,63.41,12.96,1108.99,Synthetic data for visualization practice
K_District_03,Karnataka,2021,3121815,55.1,44.9,73.4,23.88,922.21,Synthetic data for visualization practice
K_District_04,Karnataka,2011,2820753,64.65,35.35,70.99,18.04,1972.47,Synthetic data for visualization practice
K_District_04,Karnataka,2016,2995012,71.38,28.62,83.04,32.3,1300.6,Synthetic data for visualization practice
K_District_04,Karnataka,2021,3330511,54.04,45.96,69.8,5.0,691.62,Synthetic data for visualization practice
K_District_05,Karnataka,2011,772844,53.24,46.76,77.98,10.98,992.78,Synthetic data for visualization practice
K_District_05,Karnataka,2016,844839,52.98,47.02,65.05,14.77,206.09,Synthetic data for visualization practice
K_District_05,Karnataka,2021,892898,33.5,66.5,94.9,21.7,332.47,Synthetic data for visualization practice
K_District_06,Karnataka,2011,2877223,52.4,47.6,70.42,32.42,1809.51,Synthetic data for visualization practice
K_District_06,Karnataka,2016,3085416,48.51,51.49,75.84,30.18,1607.77,Synthetic data for visualization practice
K_District_06,Karnataka,2021,3150569,50.92,49.08,71.95,5.0,1101.27,Synthetic data for visualization practice
K_District_07,Karnataka,2011,1958573,53.7,46.3,87.29,18.93,819.2,Synthetic data for visualization practice
K_District_07,Karnataka,2016,2122940,38.16,61.84,77.6,24.31,795.9,Synthetic data for visualization practice
K_District_07,Karnataka,2021,2179877,54.13,45.87,52.39,25.01,558.18,Synthetic data for visualization practice
K_District_08,Karnataka,2011,2084656,53.43,46.57,69.68,36.11,1132.92,Synthetic data for visualization practice
K_District_08,Karnataka,2016,2266373,38.64,61.36,66.98,24.21,973.87,Synthetic data for visualization practice
K_District_08,Karnataka,2021,2372218,59.99,40.01,67.56,29.07,707.02,Synthetic data for visualization practice
K_District_09,Karnataka,2011,2518158,58.41,41.59,77.8,24.54,1410.69,Synthetic data for visualization practice
K_District_09,Karnataka,2016,2627091,38.97,61.03,59.15,8.63,603.24,Synthetic data for visualization practice
K_District_09,Karnataka,2021,2750315,72.91,27.09,64.61,31.49,1301.29,Synthetic data for visualization practice
K_District_10,Karnataka,2011,2693408,76.81,23.19,78.42,19.3,1029.31,Synthetic data for visualization practice
K_District_10,Karnataka,2016,2942057,75.84,24.16,68.87,21.43,1010.57,Synthetic data for visualization practice
K_District_10,Karnataka,2021,3085389,61.11,38.89,68.22,24.35,1039.97,Synthetic data for visualization practice
K_District_11,Karnataka,2011,609220,64.61,35.39,75.55,22.25,234.95,Synthetic data for visualization practice
K_District_11,Karnataka,2016,638834,55.84,44.16,67.68,29.65,225.31,Synthetic data for visualization practice
K_District_11,Karnataka,2021,703856,32.66,67.34,81.94,16.05,680.62,Synthetic data for visualization practice
K_District_12,Karnataka,2011,1563183,67.02,32.98,86.5,17.7,425.64,Synthetic data for visualization practice
K_District_12,Karnataka,2016,1636974,60.49,39.51,90.19,19.77,422.22,Synthetic data for visualization practice
K_District_12,Karnataka,2021,1731400,68.33,31.67,66.95,30.18,472.96,Synthetic data for visualization practice
K_District_13,Karnataka,2011,254073,65.96,34.04,71.88,17.72,55.76,Synthetic data for visualization practice
K_District_13,Karnataka,2016,267379,67.57,32.43,62.56,19.86,108.04,Synthetic data for visualization practice
K_District_13,Karnataka,2021,278015,54.86,45.14,69.82,24.19,74.08,Synthetic data for visualization practice
K_District_14,Karnataka,2011,1478062,49.37,50.63,65.58,9.19,365.03,Synthetic data for visualization practice
K_District_14,Karnataka,2016,1607529,57.1,42.9,65.75,22.64,355.31,Synthetic data for visualization practice
K_District_14,Karnataka,2021,1623992,61.67,38.33,64.84,22.78,451.95,Synthetic data for visualization practice
K_District_15,Karnataka,2011,2335899,59.28,40.72,72.28,18.41,1685.62,Synthetic data for visualization practice
K_District_15,Karnataka,2016,2547288,52.48,47.52,71.03,33.3,978.77,Synthetic data for visualization practice
K_District_15,Karnataka,2021,2721976,67.27,32.73,67.71,27.46,905.95,Synthetic data for visualization practice
K_District_16,Karnataka,2011,2963495,47.61,52.39,81.13,7.02,601.62,Synthetic data for visualization practice
K_District_16,Karnataka,2016,3161632,54.94,45.06,53.66,18.89,1080.55,Synthetic data for visualization practice
K_District_16,Karnataka,2021,3427832,65.7,34.3,72.31,30.5,846.27,Synthetic data for visualization practice
K_District_17,Karnataka,2011,570318,79.02,20.98,76.48,21.07,151.91,Synthetic data for visualization practice
K_District_17,Karnataka,2016,606741,67.25,32.75,74.86,27.84,207.47,Synthetic data for visualization practice
K_District_17,Karnataka,2021,624723,60.92,39.08,70.55,18.0,159.32,Synthetic data for visualization practice
K_District_18,Karnataka,2011,2960145,27.93,72.07,83.22,25.7,1126.58,Synthetic data for visualization practice
K_District_18,Karnataka,2016,3183243,68.21,31.79,69.48,31.96,4662.13,Synthetic data for visualization practice
K_District_18,Karnataka,2021,3362335,52.85,47.15,67.97,10.89,4515.68,Synthetic data for visualization practice
K_District_19,Karnataka,2011,351105,59.25,40.75,81.4,26.11,201.2,Synthetic data for visualization practice
K_District_19,Karnataka,2016,368366,64.05,35.95,70.66,18.47,410.05,Synthetic data for visualization practice
K_District_19,Karnataka,2021,419044,26.9,73.1,75.44,19.88,156.05,Synthetic data for visualization practice
K_District_20,Karnataka,2011,284999,41.13,58.87,80.03,31.7,195.82,Synthetic data for visualization practice
K_District_20,Karnataka,2016,305850,59.64,40.36,57.7,11.06,384.13,Synthetic data for visualization practice
K_District_20,Karnataka,2021,315175,61.26,38.74,72.72,23.84,81.4,Synthetic data for visualization practice
K_District_21,Karnataka,2011,216323,52.21,47.79,61.2,26.59,191.38,Synthetic data for visualization practice
K_District_21,Karnataka,2016,230917,53.13,46.87,80.02,23.76,62.11,Synthetic data for visualization practice
K_District_21,Karnataka,2021,251150,60.32,39.68,76.6,30.29,393.64,Synthetic data for visualization practice
K_District_22,Karnataka,2011,1188917,29.13,70.87,70.92,19.8,271.27,Synthetic data for visualization practice
K_District_22,Karnataka,2016,1238061,64.12,35.88,56.14,19.19,331.49,Synthetic data for visualization practice
K_District_22,Karnataka,2021,1420988,45.0,55.0,72.66,23.01,388.62,Synthetic data for visualization practice
K_District_23,Karnataka,2011,1275925,56.29,43.71,51.3,17.46,1047.17,Synthetic data for visualization practice
K_District_23,Karnataka,2016,1384399,73.27,26.73,63.13,32.25,1399.18,Synthetic data for visualization practice
K_District_23,Karnataka,2021,1397253,55.05,44.95,53.57,28.79,829.71,Synthetic data for visualization practice
K_District_24,Karnataka,2011,1004713,33.2,66.8,86.6,17.83,1062.45,Synthetic data for visualization practice
K_District_24,Karnataka,2016,1080252,41.08,58.92,83.88,21.41,242.88,Synthetic data for visualization practice
K_District_24,Karnataka,2021,1157144,48.14,51.86,75.86,11.61,324.32,Synthetic data for visualization practice
K_District_25,Karnataka,2011,1539642,77.19,22.81,69.3,16.48,1687.97,Synthetic data for visualization practice
K_District_25,Karnataka,2016,1604051,52.14,47.86,68.78,19.79,1589.7,Synthetic data for visualization practice
K_District_25,Karnataka,2021,1762180,61.06,38.94,81.69,30.35,1638.98,Synthetic data for visualization practice
K_District_26,Karnataka,2011,2051399,71.63,28.37,62.0,41.99,589.24,Synthetic data for visualization practice
K_District_26,Karnataka,2016,2203511,36.82,63.18,61.36,29.79,519.31,Synthetic data for visualization practice
K_District_26,Karnataka,2021,2443473,60.21,39.79,73.98,30.0,919.46,Synthetic data for visualization practice
K_District_27,Karnataka,2011,2610119,62.93,37.07,77.65,21.84,1083.08,Synthetic data for visualization practice
K_District_27,Karnataka,2016,2728027,72.22,27.78,83.26,20.34,786.28,Synthetic data for visualization practice
K_District_27,Karnataka,2021,2859047,29.44,70.56,67.98,38.14,1010.15,Synthetic data for visualization practice
K_District_28,Karnataka,2011,427447,56.76,43.24,81.19,5.0,153.92,Synthetic data for visualization practice
K_District_28,Karnataka,2016,465493,30.37,69.63,72.74,20.91,217.57,Synthetic data for visualization practice
K_District_28,Karnataka,2021,475506,39.68,60.32,58.91,16.47,99.27,Synthetic data for visualization practice
K_District_29,Karnataka,2011,353152,39.4,60.6,68.63,27.9,114.6,Synthetic data for visualization practice
K_District_29,Karnataka,2016,370243,15.83,84.17,65.93,18.14,285.06,Synthetic data for visualization practice
K_District_29,Karnataka,2021,413313,67.25,32.75,71.66,29.92,478.49,Synthetic data for visualization practice
K_District_30,Karnataka,2011,942271,25.91,74.09,68.16,13.63,370.76,Synthetic data for visualization practice
K_District_30,Karnataka,2016,1012273,70.22,29.78,68.14,13.84,401.88,Synthetic data for visualization practice
K_District_30,Karnataka,2021,1077037,82.15,17.85,75.71,19.0,646.09,Synthetic data for visualization practice
K_District_01,Kerala,2011,639343,73.5,26.5,74.34,22.88,568.3,Synthetic data for visualization practice
K_District_01,Kerala,2016,692453,48.8,51.2,64.4,30.26,156.27,Synthetic data for visualization practice
K_District_01,Kerala,2021,750500,79.69,20.31,76.69,24.87,280.12,Synthetic data for visualization practice
K_District_02,Kerala,2011,1953869,38.64,61.36,69.47,34.41,455.17,Synthetic data for visualization practice
K_District_02,Kerala,2016,2117045,71.6,28.4,69.56,21.12,657.12,Synthetic data for visualization practice
K_District_02,Kerala,2021,2131784,32.97,67.03,59.5,26.65,631.7,Synthetic data for visualization practice
K_District_03,Kerala,2011,1320167,50.94,49.06,82.05,15.31,415.11,Synthetic data for visualization practice
K_District_03,Kerala,2016,1408189,55.66,44.34,68.69,24.7,326.29,Synthetic data for visualization practice
K_District_03,Kerala,2021,1561696,54.19,45.81,79.77,27.57,335.38,Synthetic data for visualization practice
K_District_04,Kerala,2011,1746922,54.63,45.37,74.13,26.41,1612.75,Synthetic data for visualization practice
K_District_04,Kerala,2016,1909729,46.15,53.85,79.05,23.32,717.17,Synthetic data for visualization practice
K_District_04,Kerala,2021,2066819,49.74,50.26,78.59,24.86,3578.49,Synthetic data for visualization practice
K_District_05,Kerala,2011,1194170,53.89,46.11,67.79,24.91,400.67,Synthetic data for visualization practice
K_District_05,Kerala,2016,1264016,60.64,39.36,77.87,5.0,375.63,Synthetic data for visualization practice
K_District_05,Kerala,2021,1366770,63.71,36.29,79.22,19.38,450.73,Synthetic data for visualization practice
K_District_06,Kerala,2011,1904478,71.38,28.62,78.33,31.35,768.07,Synthetic data for visualization practice
K_District_06,Kerala,2016,2025422,32.46,67.54,64.17,23.01,442.23,Synthetic data for visualization practice
K_District_06,Kerala,2021,2193913,63.97,36.03,69.84,15.07,469.09,Synthetic data for visualization practice
K_District_07,Kerala,2011,350852,66.35,33.65,82.01,20.09,79.28,Synthetic data for visualization practice
K_District_07,Kerala,2016,368020,47.41,52.59,69.38,16.6,73.75,Synthetic data for visualization practice
K_District_07,Kerala,2021,406652,48.29,51.71,72.44,15.43,110.57,Synthetic data for visualization practice
K_District_08,Kerala,2011,2819732,52.31,47.69,64.55,22.84,790.03,Synthetic data for visualization practice
K_District_08,Kerala,2016,2953442,71.47,28.53,60.72,39.39,1080.17,Synthetic data for visualization practice
K_District_08,Kerala,2021,3177613,43.71,56.29,82.28,20.99,1410.32,Synthetic data for visualization practice
K_District_09,Kerala,2011,2341873,61.28,38.72,73.56,21.68,2664.56,Synthetic data for visualization practice
K_District_09,Kerala,2016,2456484,48.09,51.91,76.14,27.3,3808.08,Synthetic data for visualization practice
K_District_09,Kerala,2021,2697846,60.75,39.25,70.48,8.06,689.26,Synthetic data for visualization practice
K_District_10,Kerala,2011,1025763,39.41,60.59,66.89,23.08,1263.87,Synthetic data for visualization practice
K_District_10,Kerala,2016,1073173,78.22,21.78,57.58,20.53,353.35,Synthetic data for visualization practice
K_District_10,Kerala,2021,1117315,52.03,47.97,63.11,26.59,440.43,Synthetic data for visualization practice
K_District_11,Kerala,2011,1405268,34.3,65.7,69.81,25.74,775.0,Synthetic data for visualization practice
K_District_11,Kerala,2016,1507595,71.04,28.96,80.07,43.07,879.09,Synthetic data for visualization practice
K_District_11,Kerala,2021,1604229,57.66,42.34,63.76,22.54,2009.81,Synthetic data for visualization practice
K_District_12,Kerala,2011,2889684,53.27,46.73,80.55,30.89,2142.05,Synthetic data for visualization practice
K_District_12,Kerala,2016,3018374,57.23,42.77,74.16,9.06,642.32,Synthetic data for visualization practice
K_District_12,Kerala,2021,3266945,57.55,42.45,72.97,23.82,749.54,Synthetic data for visualization practice
K_District_13,Kerala,2011,2927909,71.3,28.7,70.87,34.51,786.13,Synthetic data for visualization practice
K_District_13,Kerala,2016,3117463,82.95,17.05,77.2,19.69,805.49,Synthetic data for visualization practice
K_District_13,Kerala,2021,3309217,59.15,40.85,73.78,22.16,3593.13,Synthetic data for visualization practice
K_District_14,Kerala,2011,935488,47.06,52.94,63.13,32.13,251.01,Synthetic data for visualization practice
K_District_14,Kerala,2016,1022482,64.75,35.25,69.61,21.44,925.18,Synthetic data for visualization practice
K_District_14,Kerala,2021,1106777,74.78,25.22,53.68,19.63,343.52,Synthetic data for visualization practice
K_District_15,Kerala,2011,1800654,63.9,36.1,85.66,11.65,413.83,Synthetic data for visualization practice
K_District_15,Kerala,2016,1929327,31.94,68.06,58.8,14.22,449.69,Synthetic data for visualization practice
K_District_15,Kerala,2021,2133707,55.47,44.53,63.4,27.07,482.82,Synthetic data for visualization practice
K_District_16,Kerala,2011,1859966,80.87,19.13,75.28,22.13,1763.84,Synthetic data for visualization practice
K_District_16,Kerala,2016,1951443,82.86,17.14,76.68,26.33,423.18,Synthetic data for visualization practice
K_District_16,Kerala,2021,2155121,40.65,59.35,72.98,45.0,571.27,Synthetic data for visualization practice
K_District_17,Kerala,2011,1211294,51.58,48.42,70.16,22.73,249.41,Synthetic data for visualization practice
K_District_17,Kerala,2016,1317311,47.69,52.31,90.2,19.98,2236.04,Synthetic data for visualization practice
K_District_17,Kerala,2021,1412547,49.58,50.42,65.98,29.47,1052.12,Synthetic data for visualization practice
K_District_18,Kerala,2011,1266947,39.59,60.41,65.23,35.49,1403.5,Synthetic data for visualization practice
K_District_18,Kerala,2016,1349123,40.83,59.17,81.08,16.51,723.61,Synthetic data for visualization practice
K_District_18,Kerala,2021,1465379,46.69,53.31,75.64,22.56,308.49,Synthetic data for visualization practice
K_District_19,Kerala,2011,2592532,64.65,35.35,79.44,21.81,2022.85,Synthetic data for visualization practice
K_District_19,Kerala,2016,2828390,52.64,47.36,63.5,26.63,1102.84,Synthetic data for visualization practice
