District,State,Reference_Year,Food_Insecurity_Percent,Child_Stunting_Percent,Child_Wasting_Percent,Anaemia_Percent,Poverty_Percent,Nutrition_Score,Dataset_Status
HP_District_21,Himachal Pradesh,2019,19.34,36.83,22.86,43.21,27.29,52.77,Synthetic data for visualization practice
HP_District_21,Himachal Pradesh,2020,16.01,32.51,13.49,53.06,26.25,58.93,Synthetic data for visualization practice
HP_District_21,Himachal Pradesh,2021,17.59,25.88,17.5,51.39,15.0,60.03,Synthetic data for visualization practice
HP_District_22,Himachal Pradesh,2019,27.32,44.66,19.88,55.77,37.31,41.49,Synthetic data for visualization practice
HP_District_22,Himachal Pradesh,2020,21.42,39.88,16.45,56.8,25.55,49.47,Synthetic data for visualization practice
HP_District_22,Himachal Pradesh,2021,20.46,38.47,15.12,53.32,24.74,51.86,Synthetic data for visualization practice
HP_District_23,Himachal Pradesh,2019,12.49,25.87,16.87,49.09,17.63,64.65,Synthetic data for visualization practice
HP_District_23,Himachal Pradesh,2020,14.1,32.03,13.12,48.76,26.44,61.45,Synthetic data for visualization practice
HP_District_23,Himachal Pradesh,2021,18.04,23.43,16.81,54.94,22.77,60.57,Synthetic data for visualization practice
HP_District_24,Himachal Pradesh,2019,9.93,28.36,16.52,49.47,13.35,65.5,Synthetic data for visualization practice
HP_District_24,Himachal Pradesh,2020,13.41,29.16,15.51,53.75,10.43,61.97,Synthetic data for visualization practice
HP_District_24,Himachal Pradesh,2021,11.39,24.25,9.29,48.46,5.0,68.71,Synthetic data for visualization practice
HP_District_25,Himachal Pradesh,2019,14.87,33.23,13.84,47.33,10.47,60.24,Synthetic data for visualization practice
HP_District_25,Himachal Pradesh,2020,18.38,26.06,17.26,53.12,15.1,59.12,Synthetic data for visualization practice
HP_District_25,Himachal Pradesh,2021,13.58,28.88,14.93,44.15,21.28,63.59,Synthetic data for visualization practice
HP_District_26,Himachal Pradesh,2019,17.5,35.04,8.87,55.11,22.59,57.56,Synthetic data for visualization practice
HP_District_26,Himachal Pradesh,2020,29.64,39.86,16.66,58.09,33.31,42.65,Synthetic data for visualization practice
HP_District_26,Himachal Pradesh,2021,19.55,29.52,16.78,65.37,19.85,54.76,Synthetic data for visualization practice
HP_District_27,Himachal Pradesh,2019,9.19,30.16,12.15,52.36,11.31,66.07,Synthetic data for visualization practice
HP_District_27,Himachal Pradesh,2020,18.83,31.73,12.88,52.24,16.99,57.37,Synthetic data for visualization practice
HP_District_27,Himachal Pradesh,2021,19.76,32.48,16.55,52.16,12.34,55.17,Synthetic data for visualization practice
HP_District_28,Himachal Pradesh,2019,22.56,32.32,13.46,57.44,22.28,53.14,Synthetic data for visualization practice
HP_District_28,Himachal Pradesh,2020,27.0,38.27,18.36,63.15,27.41,44.28,Synthetic data for visualization practice
HP_District_28,Himachal Pradesh,2021,12.82,24.72,9.88,54.31,15.84,66.27,Synthetic data for visualization practice
HP_District_29,Himachal Pradesh,2019,10.43,35.96,10.37,59.04,20.38,61.71,Synthetic data for visualization practice
HP_District_29,Himachal Pradesh,2020,9.89,18.63,13.38,42.92,9.68,72.33,Synthetic data for visualization practice
HP_District_29,Himachal Pradesh,2021,9.65,30.42,14.19,57.34,12.31,64.21,Synthetic data for visualization practice
HP_District_30,Himachal Pradesh,2019,16.66,29.82,12.87,55.15,24.59,59.63,Synthetic data for visualization practice
HP_District_30,Himachal Pradesh,2020,26.57,33.24,19.14,59.05,30.18,47.52,Synthetic data for visualization practice
HP_District_30,Himachal Pradesh,2021,16.31,28.73,18.43,54.14,20.79,58.94,Synthetic data for visualization practice
J_District_01,Jharkhand,2019,27.51,42.35,15.07,58.51,23.95,43.52,Synthetic data for visualization practice
J_District_01,Jharkhand,2020,20.79,30.63,16.3,62.78,24.28,53.74,Synthetic data for visualization practice
J_District_01,Jharkhand,2021,12.74,27.07,12.09,60.27,16.59,63.6,Synthetic data for visualization practice
J_District_02,Jharkhand,2019,21.06,32.44,11.64,59.6,27.01,54.5,Synthetic data for visualization practice
J_District_02,Jharkhand,2020,23.97,34.34,15.64,58.43,23.84,50.2,Synthetic data for visualization practice
J_District_02,Jharkhand,2021,17.25,34.43,14.26,47.92,26.65,57.52,Synthetic data for visualization practice
J_District_03,Jharkhand,2019,22.52,41.08,16.52,66.45,20.32,46.52,Synthetic data for visualization practice
J_District_03,Jharkhand,2020,21.4,31.96,14.06,52.52,20.98,54.8,Synthetic data for visualization practice
J_District_03,Jharkhand,2021,14.63,27.48,11.65,45.61,6.85,64.22,Synthetic data for visualization practice
J_District_04,Jharkhand,2019,33.29,33.67,17.44,58.47,36.38,42.53,Synthetic data for visualization practice
J_District_04,Jharkhand,2020,24.89,33.14,16.4,55.79,30.96,50.23,Synthetic data for visualization practice
J_District_04,Jharkhand,2021,28.08,40.12,10.35,59.92,35.34,45.39,Synthetic data for visualization practice
J_District_05,Jharkhand,2019,20.51,32.03,12.12,63.89,34.65,54.35,Synthetic data for visualization practice
J_District_05,Jharkhand,2020,19.59,32.91,8.38,49.31,27.07,57.97,Synthetic data for visualization practice
J_District_05,Jharkhand,2021,23.63,27.23,14.95,62.41,25.62,53.64,Synthetic data for visualization practice
J_District_06,Jharkhand,2019,22.06,40.99,14.94,55.48,27.03,49.05,Synthetic data for visualization practice
J_District_06,Jharkhand,2020,20.29,32.28,13.93,54.5,31.41,55.27,Synthetic data for visualization practice
J_District_06,Jharkhand,2021,25.91,33.26,16.82,66.29,31.36,47.65,Synthetic data for visualization practice
J_District_07,Jharkhand,2019,18.74,32.05,10.61,61.23,22.4,56.61,Synthetic data for visualization practice
J_District_07,Jharkhand,2020,18.86,29.89,13.15,60.32,15.96,56.98,Synthetic data for visualization practice
J_District_07,Jharkhand,2021,23.21,37.81,15.08,57.05,28.34,49.44,Synthetic data for visualization practice
J_District_08,Jharkhand,2019,19.92,38.9,14.19,55.05,27.27,52.1,Synthetic data for visualization practice
J_District_08,Jharkhand,2020,21.51,32.64,15.3,60.45,26.25,52.81,Synthetic data for visualization practice
J_District_08,Jharkhand,2021,15.59,30.61,16.06,51.63,16.3,59.66,Synthetic data for visualization practice
J_District_09,Jharkhand,2019,18.52,31.5,11.34,48.85,22.23,58.71,Synthetic data for visualization practice
J_District_09,Jharkhand,2020,21.2,33.52,14.09,61.91,19.61,52.77,Synthetic data for visualization practice
J_District_09,Jharkhand,2021,29.57,34.85,16.15,70.29,34.19,43.53,Synthetic data for visualization practice
J_District_10,Jharkhand,2019,18.49,36.2,13.19,55.11,16.97,54.89,Synthetic data for visualization practice
J_District_10,Jharkhand,2020,17.45,31.65,11.58,48.42,25.32,59.48,Synthetic data for visualization practice
J_District_10,Jharkhand,2021,16.62,29.86,12.54,53.06,14.9,60.05,Synthetic data for visualization practice
J_District_11,Jharkhand,2019,22.81,34.23,15.2,58.7,22.58,51.27,Synthetic data for visualization practice
J_District_11,Jharkhand,2020,11.57,40.77,12.59,48.93,5.38,59.24,Synthetic data for visualization practice
J_District_11,Jharkhand,2021,25.57,39.96,11.0,61.44,24.79,47.05,Synthetic data for visualization practice
J_District_12,Jharkhand,2019,19.77,34.0,11.74,61.01,29.51,54.51,Synthetic data for visualization practice
J_District_12,Jharkhand,2020,17.38,28.13,12.98,60.73,18.46,59.03,Synthetic data for visualization practice
J_District_12,Jharkhand,2021,19.55,28.17,10.21,48.45,25.88,59.94,Synthetic data for visualization practice
J_District_13,Jharkhand,2019,21.54,40.13,13.59,54.81,29.49,50.4,Synthetic data for visualization practice
J_District_13,Jharkhand,2020,18.26,40.43,10.16,52.14,15.07,54.3,Synthetic data for visualization practice
J_District_13,Jharkhand,2021,19.98,35.25,18.05,55.38,31.48,52.67,Synthetic data for visualization practice
J_District_14,Jharkhand,2019,31.7,39.19,16.6,58.01,34.29,41.36,Synthetic data for visualization practice
J_District_14,Jharkhand,2020,18.73,31.29,14.94,51.66,28.8,57.15,Synthetic data for visualization practice
J_District_14,Jharkhand,2021,27.85,36.83,15.87,65.18,23.92,44.77,Synthetic data for visualization practice
J_District_15,Jharkhand,2019,24.0,34.21,11.54,49.5,30.01,52.81,Synthetic data for visualization practice
J_District_15,Jharkhand,2020,12.04,23.17,16.15,49.97,7.09,66.45,Synthetic data for visualization practice
J_District_15,Jharkhand,2021,14.49,32.46,11.61,46.49,18.23,61.72,Synthetic data for visualization practice
J_District_16,Jharkhand,2019,20.38,35.78,15.12,57.16,25.61,52.7,Synthetic data for visualization practice
J_District_16,Jharkhand,2020,22.79,32.21,19.59,55.87,17.41,51.41,Synthetic data for visualization practice
J_District_16,Jharkhand,2021,25.03,40.35,14.16,63.65,28.78,46.0,Synthetic data for visualization practice
J_District_17,Jharkhand,2019,22.08,34.28,14.21,54.62,28.83,52.74,Synthetic data for visualization practice
J_District_17,Jharkhand,2020,25.09,32.03,20.3,61.43,38.38,48.6,Synthetic data for visualization practice
J_District_17,Jharkhand,2021,28.33,38.09,15.43,61.13,41.24,44.49,Synthetic data for visualization practice
J_District_18,Jharkhand,2019,21.94,33.84,14.51,51.79,25.39,53.41,Synthetic data for visualization practice
J_District_18,Jharkhand,2020,17.62,33.74,19.59,60.88,25.69,54.03,Synthetic data for visualization practice
J_District_18,Jharkhand,2021,10.92,29.69,12.56,42.1,10.06,66.33,Synthetic data for visualization practice
J_District_19,Jharkhand,2019,23.6,33.97,18.82,51.01,19.74,50.84,Synthetic data for visualization practice
J_District_19,Jharkhand,2020,16.1,35.19,11.63,52.59,12.62,58.14,Synthetic data for visualization practice
J_District_19,Jharkhand,2021,12.03,31.97,11.92,48.58,10.14,63.53,Synthetic data for visualization practice
J_District_20,Jharkhand,2019,22.63,34.74,13.15,55.14,18.83,52.31,Synthetic data for visualization practice
J_District_20,Jharkhand,2020,10.66,33.3,12.31,58.38,12.19,62.37,Synthetic data for visualization practice
J_District_20,Jharkhand,2021,19.38,35.22,8.16,55.62,22.7,56.09,Synthetic data for visualization practice
J_District_21,Jharkhand,2019,26.98,32.3,19.85,58.22,31.06,47.58,Synthetic data for visualization practice
J_District_21,Jharkhand,2020,15.47,29.7,17.71,53.76,14.33,59.4,Synthetic data for visualization practice
J_District_21,Jharkhand,2021,21.86,38.39,17.42,63.3,22.1,48.6,Synthetic data for visualization practice
J_District_22,Jharkhand,2019,22.11,33.8,15.61,64.98,20.71,50.99,Synthetic data for visualization practice
J_District_22,Jharkhand,2020,23.96,33.37,19.65,61.58,30.89,49.01,Synthetic data for visualization practice
J_District_22,Jharkhand,2021,17.99,33.22,14.44,50.37,21.75,57.1,Synthetic data for visualization practice
J_District_23,Jharkhand,2019,17.23,35.09,17.53,58.05,20.65,54.7,Synthetic data for visualization practice
J_District_23,Jharkhand,2020,18.54,32.51,11.55,57.42,16.86,56.84,Synthetic data for visualization practice
J_District_23,Jharkhand,2021,25.68,41.95,18.2,59.94,19.82,44.03,Synthetic data for visualization practice
J_District_24,Jharkhand,2019,8.3,23.08,11.96,36.87,11.86,72.7,Synthetic data for visualization practice
J_District_24,Jharkhand,2020,14.55,29.14,11.98,49.75,15.07,62.74,Synthetic data for visualization practice
J_District_24,Jharkhand,2021,26.01,34.06,16.33,58.76,30.95,48.45,Synthetic data for visualization practice
J_District_25,Jharkhand,2019,19.9,31.26,12.24,54.72,17.93,56.57,Synthetic data for visualization practice
J_District_25,Jharkhand,2020,14.36,29.74,15.76,53.59,24.14,60.88,Synthetic data for visualization practice
J_District_25,Jharkhand,2021,32.16,45.49,25.0,66.7,38.93,34.02,Synthetic data for visualization practice
J_District_26,Jharkhand,2019,21.52,34.26,13.76,57.98,29.44,52.83,Synthetic data for visualization practice
J_District_26,Jharkhand,2020,14.87,31.83,13.37,42.03,18.06,61.87,Synthetic data for visualization practice
J_District_26,Jharkhand,2021,10.4,24.19,13.64,49.85,12.44,68.02,Synthetic data for visualization practice
J_District_27,Jharkhand,2019,25.76,38.6,16.96,64.24,28.27,45.36,Synthetic data for visualization practice
J_District_27,Jharkhand,2020,24.32,40.46,10.21,56.35,29.43,48.8,Synthetic data for visualization practice
J_District_27,Jharkhand,2021,21.93,40.35,11.86,63.31,20.86,49.23,Synthetic data for visualization practice
J_District_28,Jharkhand,2019,14.13,28.5,9.64,54.43,14.24,63.39,Synthetic data for visualization practice
J_District_28,Jharkhand,2020,25.0,34.02,16.15,58.1,26.99,49.43,Synthetic data for visualization practice
J_District_28,Jharkhand,2021,17.22,27.64,14.32,47.77,34.05,60.94,Synthetic data for visualization practice
J_District_29,Jharkhand,2019,16.49,31.33,15.69,51.54,20.85,58.7,Synthetic data for visualization practice
J_District_29,Jharkhand,2020,16.71,31.16,9.83,55.17,18.56,59.83,Synthetic data for visualization practice
J_District_29,Jharkhand,2021,21.0,35.91,18.18,50.59,18.57,52.2,Synthetic data for visualization practice
J_District_30,Jharkhand,2019,10.45,32.76,16.33,43.05,10.12,63.91,Synthetic data for visualization practice
J_District_30,Jharkhand,2020,15.35,32.79,9.44,43.97,15.61,61.9,Synthetic data for visualization practice
J_District_30,Jharkhand,2021,13.39,27.57,13.75,52.78,22.24,63.46,Synthetic data for visualization practice
K_District_01,Karnataka,2019,21.7,35.08,13.81,56.3,22.13,52.51,Synthetic data for visualization practice
K_District_01,Karnataka,2020,27.21,40.11,19.84,56.63,27.37,43.73,Synthetic data for visualization practice
K_District_01,Karnataka,2021,17.85,31.24,11.94,59.93,21.02,57.52,Synthetic data for visualization practice
K_District_02,Karnataka,2019,21.5,34.72,17.18,49.26,22.87,52.9,Synthetic data for visualization practice
K_District_02,Karnataka,2020,20.02,35.51,13.43,42.51,23.99,55.82,Synthetic data for visualization practice
K_District_02,Karnataka,2021,16.41,31.28,18.31,55.58,17.44,57.4,Synthetic data for visualization practice
K_District_03,Karnataka,2019,23.25,32.43,15.46,51.67,23.52,52.8,Synthetic data for visualization practice
K_District_03,Karnataka,2020,26.7,33.86,16.39,61.9,33.68,47.51,Synthetic data for visualization practice
K_District_03,Karnataka,2021,17.49,29.0,15.22,51.58,21.99,59.2,Synthetic data for visualization practice
K_District_04,Karnataka,2019,15.19,29.63,12.99,52.86,14.46,61.21,Synthetic data for visualization practice
K_District_04,Karnataka,2020,25.08,38.01,15.67,55.47,29.05,47.91,Synthetic data for visualization practice
K_District_04,Karnataka,2021,14.3,29.94,11.61,51.77,16.51,62.34,Synthetic data for visualization practice
K_District_05,Karnataka,2019,14.15,27.89,11.45,45.73,8.54,64.44,Synthetic data for visualization practice
K_District_05,Karnataka,2020,23.84,33.5,15.42,62.86,23.12,50.12,Synthetic data for visualization practice
K_District_05,Karnataka,2021,17.02,41.14,7.49,52.58,7.49,55.68,Synthetic data for visualization practice
K_District_06,Karnataka,2019,19.13,35.77,14.5,49.88,24.34,54.97,Synthetic data for visualization practice
K_District_06,Karnataka,2020,22.29,29.52,11.46,66.45,24.99,54.0,Synthetic data for visualization practice
K_District_06,Karnataka,2021,18.52,30.6,16.0,62.9,21.7,55.65,Synthetic data for visualization practice
K_District_07,Karnataka,2019,11.5,26.73,12.21,40.87,15.74,67.64,Synthetic data for visualization practice
K_District_07,Karnataka,2020,21.4,39.74,19.9,54.67,32.1,48.84,Synthetic data for visualization practice
K_District_07,Karnataka,2021,19.5,35.22,13.63,49.24,29.44,55.32,Synthetic data for visualization practice
K_District_08,Karnataka,2019,16.71,34.99,12.21,61.54,19.43,56.24,Synthetic data for visualization practice
K_District_08,Karnataka,2020,19.22,28.51,14.8,52.04,13.41,58.12,Synthetic data for visualization practice
K_District_08,Karnataka,2021,20.56,39.31,18.12,53.34,20.28,50.47,Synthetic data for visualization practice
K_District_09,Karnataka,2019,12.98,24.56,12.15,51.69,16.29,65.94,Synthetic data for visualization practice
K_District_09,Karnataka,2020,11.47,34.37,15.67,46.53,8.38,61.96,Synthetic data for visualization practice
K_District_09,Karnataka,2021,14.97,20.96,16.52,50.66,11.98,64.99,Synthetic data for visualization practice
K_District_10,Karnataka,2019,15.94,30.36,13.16,45.51,11.25,61.29,Synthetic data for visualization practice
K_District_10,Karnataka,2020,24.16,42.43,18.56,54.73,27.5,45.68,Synthetic data for visualization practice
K_District_10,Karnataka,2021,11.86,34.42,11.02,57.11,16.31,61.43,Synthetic data for visualization practice
K_District_11,Karnataka,2019,21.55,35.17,14.62,59.31,23.59,51.89,Synthetic data for visualization practice
K_District_11,Karnataka,2020,19.29,35.4,14.46,50.55,24.36,54.95,Synthetic data for visualization practice
K_District_11,Karnataka,2021,22.58,36.37,14.51,50.63,28.67,51.8,Synthetic data for visualization practice
K_District_12,Karnataka,2019,26.91,35.25,15.98,66.41,31.39,46.09,Synthetic data for visualization practice
K_District_12,Karnataka,2020,15.05,37.77,13.64,60.62,18.08,55.89,Synthetic data for visualization practice
K_District_12,Karnataka,2021,14.48,38.25,13.69,50.09,10.77,57.67,Synthetic data for visualization practice
K_District_13,Karnataka,2019,22.21,33.83,12.47,64.22,31.85,51.95,Synthetic data for visualization practice
K_District_13,Karnataka,2020,24.7,30.97,20.01,56.23,32.36,50.32,Synthetic data for visualization practice
K_District_13,Karnataka,2021,10.81,25.36,9.07,45.91,16.53,69.07,Synthetic data for visualization practice
K_District_14,Karnataka,2019,19.35,29.75,15.0,64.18,20.51,55.52,Synthetic data for visualization practice
K_District_14,Karnataka,2020,19.54,26.48,18.68,52.31,20.7,57.68,Synthetic data for visualization practice
K_District_14,Karnataka,2021,23.4,37.32,17.53,54.95,30.49,49.12,Synthetic data for visualization practice
K_District_15,Karnataka,2019,19.68,31.26,15.79,52.48,18.82,56.01,Synthetic data for visualization practice
K_District_15,Karnataka,2020,17.24,32.47,14.42,50.51,24.48,58.07,Synthetic data for visualization practice
K_District_15,Karnataka,2021,20.46,30.79,14.79,50.27,23.74,56.26,Synthetic data for visualization practice
K_District_16,Karnataka,2019,25.73,40.84,11.48,45.94,32.57,48.66,Synthetic data for visualization practice
K_District_16,Karnataka,2020,15.16,29.39,14.3,56.46,22.36,60.41,Synthetic data for visualization practice
K_District_16,Karnataka,2021,17.65,31.77,15.28,50.87,17.19,57.78,Synthetic data for visualization practice
K_District_17,Karnataka,2019,26.34,33.33,18.44,58.83,25.49,47.9,Synthetic data for visualization practice
K_District_17,Karnataka,2020,22.06,32.93,8.86,41.02,23.93,57.08,Synthetic data for visualization practice
K_District_17,Karnataka,2021,30.01,46.06,17.46,55.04,35.13,39.47,Synthetic data for visualization practice
K_District_18,Karnataka,2019,18.12,38.56,20.13,56.17,25.71,51.76,Synthetic data for visualization practice
K_District_18,Karnataka,2020,17.17,37.63,14.48,51.71,25.55,55.35,Synthetic data for visualization practice
K_District_18,Karnataka,2021,21.19,34.24,11.69,61.21,29.0,53.24,Synthetic data for visualization practice
K_District_19,Karnataka,2019,22.76,33.97,12.66,60.59,29.75,51.92,Synthetic data for visualization practice
K_District_19,Karnataka,2020,14.07,29.74,13.82,42.62,15.51,63.33,Synthetic data for visualization practice
K_District_19,Karnataka,2021,20.4,31.71,14.54,56.07,20.03,55.06,Synthetic data for visualization practice
K_District_20,Karnataka,2019,14.37,33.88,10.96,49.47,13.59,60.86,Synthetic data for visualization practice
K_District_20,Karnataka,2020,15.95,30.4,11.86,52.83,11.13,60.56,Synthetic data for visualization practice
K_District_20,Karnataka,2021,10.71,22.05,10.01,55.75,12.38,69.04,Synthetic data for visualization practice
K_District_21,Karnataka,2019,20.62,36.38,12.59,55.6,29.32,53.2,Synthetic data for visualization practice
K_District_21,Karnataka,2020,28.52,40.21,15.65,63.96,26.43,42.79,Synthetic data for visualization practice
K_District_21,Karnataka,2021,24.68,32.2,15.58,55.95,41.03,51.09,Synthetic data for visualization practice
K_District_22,Karnataka,2019,17.59,25.98,13.9,58.66,11.6,59.97,Synthetic data for visualization practice
K_District_22,Karnataka,2020,15.35,25.05,13.26,48.19,20.52,63.99,Synthetic data for visualization practice
K_District_22,Karnataka,2021,14.99,33.49,14.04,52.69,22.17,59.15,Synthetic data for visualization practice
K_District_23,Karnataka,2019,15.9,28.55,13.49,51.88,20.14,61.18,Synthetic data for visualization practice
K_District_23,Karnataka,2020,10.49,25.53,13.52,49.5,17.38,67.36,Synthetic data for visualization practice
K_District_23,Karnataka,2021,30.24,41.67,21.02,65.49,31.6,38.84,Synthetic data for visualization practice
K_District_24,Karnataka,2019,29.21,40.89,16.79,60.78,35.19,42.04,Synthetic data for visualization practice
K_District_24,Karnataka,2020,19.79,30.0,14.47,43.09,19.87,58.36,Synthetic data for visualization practice
K_District_24,Karnataka,2021,25.2,37.68,19.94,59.88,34.29,46.03,Synthetic data for visualization practice
K_District_25,Karnataka,2019,20.1,37.4,15.55,62.19,10.74,51.23,Synthetic data for visualization practice
K_District_25,Karnataka,2020,12.32,34.55,8.41,52.81,11.25,62.42,Synthetic data for visualization practice
K_District_25,Karnataka,2021,25.64,29.77,20.43,55.87,23.16,50.09,Synthetic data for visualization practice
K_District_26,Karnataka,2019,10.02,29.12,9.72,52.21,11.42,66.68,Synthetic data for visualization practice
K_District_26,Karnataka,2020,11.79,26.38,13.79,48.28,15.33,66.0,Synthetic data for visualization practice
K_District_26,Karnataka,2021,20.21,37.44,14.28,49.91,20.21,53.34,Synthetic data for visualization practice
K_District_27,Karnataka,2019,14.74,26.54,11.89,50.54,22.04,63.79,Synthetic data for visualization practice
K_District_27,Karnataka,2020,16.5,24.65,10.18,51.06,13.42,63.76,Synthetic data for visualization practice
K_District_27,Karnataka,2021,12.27,26.32,12.06,48.01,17.51,66.2,Synthetic data for visualization practice
K_District_28,Karnataka,2019,20.32,35.13,13.06,55.68,16.15,53.91,Synthetic data for visualization practice
K_District_28,Karnataka,2020,22.55,32.0,17.56,56.87,21.65,52.16,Synthetic data for visualization practice
K_District_28,Karnataka,2021,28.05,38.21,16.36,62.76,31.23,44.13,Synthetic data for visualization practice
K_District_29,Karnataka,2019,24.73,33.98,15.03,52.01,31.8,50.92,Synthetic data for visualization practice
K_District_29,Karnataka,2020,17.7,36.13,11.19,54.14,23.93,56.29,Synthetic data for visualization practice
K_District_29,Karnataka,2021,15.99,38.87,12.93,53.1,28.09,55.93,Synthetic data for visualization practice
K_District_30,Karnataka,2019,23.69,39.02,17.22,66.21,28.86,46.44,Synthetic data for visualization practice
K_District_30,Karnataka,2020,27.98,40.99,12.48,73.24,27.43,42.39,Synthetic data for visualization practice
K_District_30,Karnataka,2021,22.35,34.4,18.24,53.09,19.76,51.48,Synthetic data for visualization practice
K_District_01,Kerala,2019,23.46,36.66,18.2,46.43,21.31,50.48,Synthetic data for visualization practice
K_District_01,Kerala,2020,20.6,34.22,17.55,53.56,22.48,53.11,Synthetic data for visualization practice
K_District_01,Kerala,2021,23.43,25.77,17.33,55.56,23.42,54.84,Synthetic data for visualization practice
K_District_02,Kerala,2019,24.16,39.45,15.7,62.08,24.51,46.92,Synthetic data for visualization practice
K_District_02,Kerala,2020,22.26,31.47,13.98,60.66,28.23,53.16,Synthetic data for visualization practice
K_District_02,Kerala,2021,15.88,24.0,16.05,49.59,21.86,63.04,Synthetic data for visualization practice
K_District_03,Kerala,2019,18.22,31.84,14.13,55.74,27.54,56.9,Synthetic data for visualization practice
K_District_03,Kerala,2020,18.16,34.27,17.12,52.87,27.54,55.28,Synthetic data for visualization practice
K_District_03,Kerala,2021,18.1,33.33,15.98,56.57,17.9,55.57,Synthetic data for visualization practice
K_District_04,Kerala,2019,27.03,37.61,13.02,59.0,30.05,46.81,Synthetic data for visualization practice
K_District_04,Kerala,2020,17.03,29.93,10.73,56.11,24.48,59.77,Synthetic data for visualization practice
K_District_04,Kerala,2021,15.42,31.89,13.71,54.6,24.28,59.42,Synthetic data for visualization practice
K_District_05,Kerala,2019,14.14,27.62,13.58,51.93,17.18,63.02,Synthetic data for visualization practice
K_District_05,Kerala,2020,17.53,30.24,20.65,49.54,21.46,57.23,Synthetic data for visualization practice
K_District_05,Kerala,2021,27.27,38.68,13.37,63.94,18.89,45.24,Synthetic data for visualization practice
K_District_06,Kerala,2019,20.35,31.44,19.11,58.06,25.43,53.56,Synthetic data for visualization practice
K_District_06,Kerala,2020,22.54,32.62,17.16,62.7,25.88,51.11,Synthetic data for visualization practice
K_District_06,Kerala,2021,23.41,38.28,16.38,58.47,20.01,48.45,Synthetic data for visualization practice
K_District_07,Kerala,2019,14.92,31.09,12.69,53.39,14.89,60.71,Synthetic data for visualization practice
K_District_07,Kerala,2020,22.41,36.98,16.02,49.73,23.8,51.32,Synthetic data for visualization practice
K_District_07,Kerala,2021,26.47,36.24,15.76,56.77,36.18,47.46,Synthetic data for visualization practice
K_District_08,Kerala,2019,27.99,36.96,18.55,60.56,35.74,44.48,Synthetic data for visualization practice
K_District_08,Kerala,2020,21.6,32.12,16.03,57.06,24.71,53.29,Synthetic data for visualization practice
K_District_08,Kerala,2021,21.78,36.82,13.18,53.3,30.26,52.21,Synthetic data for visualization practice
K_District_09,Kerala,2019,20.07,29.16,13.27,61.33,18.23,56.18,Synthetic data for visualization practice
K_District_09,Kerala,2020,18.39,28.07,16.68,58.19,21.74,57.52,Synthetic data for visualization practice
K_District_09,Kerala,2021,25.61,36.38,15.09,54.57,30.91,48.61,Synthetic data for visualization practice
K_District_10,Kerala,2019,18.65,32.42,13.91,48.48,24.97,57.42,Synthetic data for visualization practice
K_District_10,Kerala,2020,17.23,27.66,10.61,45.38,20.86,62.4,Synthetic data for visualization practice
K_District_10,Kerala,2021,16.1,27.36,15.65,52.14,17.02,60.92,Synthetic data for visualization practice
K_District_11,Kerala,2019,15.58,31.03,10.74,54.82,19.89,60.58,Synthetic data for visualization practice
K_District_11,Kerala,2020,17.79,30.43,17.1,47.95,14.61,58.23,Synthetic data for visualization practice
K_District_11,Kerala,2021,17.18,36.13,18.46,53.37,16.43,54.65,Synthetic data for visualization practice
K_District_12,Kerala,2019,21.42,30.01,16.41,44.21,20.23,56.3,Synthetic data for visualization practice
K_District_12,Kerala,2020,16.32,25.73,15.15,57.14,14.4,60.96,Synthetic data for visualization practice
K_District_12,Kerala,2021,14.4,28.02,11.19,50.86,18.74,63.48,Synthetic data for visualization practice
K_District_13,Kerala,2019,21.17,30.77,18.77,50.55,16.63,54.47,Synthetic data for visualization practice
K_District_13,Kerala,2020,21.16,38.16,14.24,58.53,19.28,50.94,Synthetic data for visualization practice
K_District_13,Kerala,2021,17.33,33.99,18.99,55.62,21.72,55.1,Synthetic data for visualization practice
K_District_14,Kerala,2019,17.26,33.33,11.77,50.27,26.63,58.45,Synthetic data for visualization practice
K_District_14,Kerala,2020,26.62,33.68,19.54,54.56,37.06,47.82,Synthetic data for visualization practice
K_District_14,Kerala,2021,21.08,33.77,11.37,58.42,18.79,54.08,Synthetic data for visualization practice
K_District_15,Kerala,2019,24.7,39.79,20.62,53.8,35.5,46.09,Synthetic data for visualization practice
K_District_15,Kerala,2020,21.02,30.13,15.93,54.54,23.36,55.16,Synthetic data for visualization practice
K_District_15,Kerala,2021,19.8,33.17,15.36,51.87,23.0,55.19,Synthetic data for visualization practice
K_District_16,Kerala,2019,20.04,31.27,15.82,45.95,23.96,56.69,Synthetic data for visualization practice
K_District_16,Kerala,2020,16.98,27.91,18.32,53.13,19.67,58.99,Synthetic data for visualization practice
K_District_16,Kerala,2021,19.86,32.86,11.93,54.06,26.02,55.99,Synthetic data for visualization practice
K_District_17,Kerala,2019,10.42,23.22,16.26,52.92,20.18,67.24,Synthetic data for visualization practice
K_District_17,Kerala,2020,28.41,40.32,15.97,55.28,31.35,44.04,Synthetic data for visualization practice
K_District_17,Kerala,2021,23.77,45.05,15.03,67.32,30.14,43.85,Synthetic data for visualization practice
K_District_18,Kerala,2019,27.6,33.09,15.69,54.78,28.2,48.45,Synthetic data for visualization practice
K_District_18,Kerala,2020,14.63,29.26,13.79,54.29,10.24,61.38,Synthetic data for visualization practice
K_District_18,Kerala,2021,14.08,28.35,14.85,54.25,5.85,61.97,Synthetic data for visualization practice
