Year,Commodity,Food_Group,Supply_Chain_Stage,Loss_Percentage,Dataset_Status
2023,Maize,Cereals,Transport,2.17,Synthetic data for visualization practice
2023,Maize,Cereals,Market,1.63,Synthetic data for visualization practice
2023,Barley,Cereals,Harvest,1.82,Synthetic data for visualization practice
2023,Barley,Cereals,Handling,1.49,Synthetic data for visualization practice
2023,Barley,Cereals,Storage,2.36,Synthetic data for visualization practice
2023,Barley,Cereals,Transport,1.81,Synthetic data for visualization practice
2023,Barley,Cereals,Market,1.35,Synthetic data for visualization practice
2023,Millet,Cereals,Harvest,1.53,Synthetic data for visualization practice
2023,Millet,Cereals,Handling,1.82,Synthetic data for visualization practice
2023,Millet,Cereals,Storage,1.79,Synthetic data for visualization practice
2023,Millet,Cereals,Transport,1.9,Synthetic data for visualization practice
2023,Millet,Cereals,Market,1.23,Synthetic data for visualization practice
2023,Sorghum,Cereals,Harvest,1.59,Synthetic data for visualization practice
2023,Sorghum,Cereals,Handling,1.21,Synthetic data for visualization practice
2023,Sorghum,Cereals,Storage,2.12,Synthetic data for visualization practice
2023,Sorghum,Cereals,Transport,1.9,Synthetic data for visualization practice
2023,Sorghum,Cereals,Market,1.31,Synthetic data for visualization practice
2023,Chickpea,Pulses,Harvest,1.95,Synthetic data for visualization practice
2023,Chickpea,Pulses,Handling,1.47,Synthetic data for visualization practice
2023,Chickpea,Pulses,Storage,2.15,Synthetic data for visualization practice
2023,Chickpea,Pulses,Transport,2.16,Synthetic data for visualization practice
2023,Chickpea,Pulses,Market,1.96,Synthetic data for visualization practice
2023,Pigeon Pea,Pulses,Harvest,1.6,Synthetic data for visualization practice
2023,Pigeon Pea,Pulses,Handling,1.69,Synthetic data for visualization practice
2023,Pigeon Pea,Pulses,Storage,2.42,Synthetic data for visualization practice
2023,Pigeon Pea,Pulses,Transport,2.55,Synthetic data for visualization practice
2023,Pigeon Pea,Pulses,Market,1.23,Synthetic data for visualization practice
2023,Lentil,Pulses,Harvest,2.08,Synthetic data for visualization practice
2023,Lentil,Pulses,Handling,1.44,Synthetic data for visualization practice
2023,Lentil,Pulses,Storage,2.01,Synthetic data for visualization practice
2023,Lentil,Pulses,Transport,1.57,Synthetic data for visualization practice
2023,Lentil,Pulses,Market,1.29,Synthetic data for visualization practice
2023,Green Gram,Pulses,Harvest,2.05,Synthetic data for visualization practice
2023,Green Gram,Pulses,Handling,2.02,Synthetic data for visualization practice
2023,Green Gram,Pulses,Storage,2.21,Synthetic data for visualization practice
2023,Green Gram,Pulses,Transport,2.19,Synthetic data for visualization practice
2023,Green Gram,Pulses,Market,1.7,Synthetic data for visualization practice
2023,Black Gram,Pulses,Harvest,1.82,Synthetic data for visualization practice
2023,Black Gram,Pulses,Handling,1.3,Synthetic data for visualization practice
2023,Black Gram,Pulses,Storage,1.8,Synthetic data for visualization practice
2023,Black Gram,Pulses,Transport,1.61,Synthetic data for visualization practice
2023,Black Gram,Pulses,Market,1.06,Synthetic data for visualization practice
2023,Mango,Fruits,Harvest,5.01,Synthetic data for visualization practice
2023,Mango,Fruits,Handling,4.42,Synthetic data for visualization practice
2023,Mango,Fruits,Storage,5.71,Synthetic data for visualization practice
2023,Mango,Fruits,Transport,4.8,Synthetic data for visualization practice
2023,Mango,Fruits,Market,3.73,Synthetic data for visualization practice
2023,Banana,Fruits,Harvest,4.34,Synthetic data for visualization practice
2023,Banana,Fruits,Handling,3.35,Synthetic data for visualization practice
2023,Banana,Fruits,Storage,4.95,Synthetic data for visualization practice
2023,Banana,Fruits,Transport,3.45,Synthetic data for visualization practice
2023,Banana,Fruits,Market,3.11,Synthetic data for visualization practice
2023,Apple,Fruits,Harvest,4.17,Synthetic data for visualization practice
2023,Apple,Fruits,Handling,3.33,Synthetic data for visualization practice
2023,Apple,Fruits,Storage,4.83,Synthetic data for visualization practice
2023,Apple,Fruits,Transport,4.09,Synthetic data for visualization practice
2023,Apple,Fruits,Market,2.54,Synthetic data for visualization practice
2023,Guava,Fruits,Harvest,4.0,Synthetic data for visualization practice
2023,Guava,Fruits,Handling,2.98,Synthetic data for visualization practice
2023,Guava,Fruits,Storage,4.8,Synthetic data for visualization practice
2023,Guava,Fruits,Transport,3.61,Synthetic data for visualization practice
2023,Guava,Fruits,Market,2.41,Synthetic data for visualization practice
2023,Papaya,Fruits,Harvest,5.14,Synthetic data for visualization practice
2023,Papaya,Fruits,Handling,4.61,Synthetic data for visualization practice
2023,Papaya,Fruits,Storage,6.56,Synthetic data for visualization practice
2023,Papaya,Fruits,Transport,5.34,Synthetic data for visualization practice
2023,Papaya,Fruits,Market,4.55,Synthetic data for visualization practice
2023,Orange,Fruits,Harvest,3.52,Synthetic data for visualization practice
2023,Orange,Fruits,Handling,2.32,Synthetic data for visualization practice
2023,Orange,Fruits,Storage,4.2,Synthetic data for visualization practice
2023,Orange,Fruits,Transport,3.47,Synthetic data for visualization practice
2023,Orange,Fruits,Market,2.69,Synthetic data for visualization practice
2023,Tomato,Vegetables,Harvest,4.72,Synthetic data for visualization practice
2023,Tomato,Vegetables,Handling,4.51,Synthetic data for visualization practice
2023,Tomato,Vegetables,Storage,5.43,Synthetic data for visualization practice
2023,Tomato,Vegetables,Transport,4.86,Synthetic data for visualization practice
2023,Tomato,Vegetables,Market,3.25,Synthetic data for visualization practice
2023,Potato,Vegetables,Harvest,6.54,Synthetic data for visualization practice
2023,Potato,Vegetables,Handling,4.87,Synthetic data for visualization practice
2023,Potato,Vegetables,Storage,7.2,Synthetic data for visualization practice
2023,Potato,Vegetables,Transport,5.81,Synthetic data for visualization practice
2023,Potato,Vegetables,Market,4.49,Synthetic data for visualization practice
2023,Onion,Vegetables,Harvest,5.09,Synthetic data for visualization practice
2023,Onion,Vegetables,Handling,3.67,Synthetic data for visualization practice
2023,Onion,Vegetables,Storage,5.63,Synthetic data for visualization practice
2023,Onion,Vegetables,Transport,4.94,Synthetic data for visualization practice
2023,Onion,Vegetables,Market,3.87,Synthetic data for visualization practice
2023,Cauliflower,Vegetables,Harvest,3.89,Synthetic data for visualization practice
2023,Cauliflower,Vegetables,Handling,3.11,Synthetic data for visualization practice
2023,Cauliflower,Vegetables,Storage,4.53,Synthetic data for visualization practice
2023,Cauliflower,Vegetables,Transport,3.46,Synthetic data for visualization practice
2023,Cauliflower,Vegetables,Market,2.83,Synthetic data for visualization practice
2023,Cabbage,Vegetables,Harvest,4.26,Synthetic data for visualization practice
2023,Cabbage,Vegetables,Handling,3.45,Synthetic data for visualization practice
2023,Cabbage,Vegetables,Storage,4.57,Synthetic data for visualization practice
2023,Cabbage,Vegetables,Transport,3.7,Synthetic data for visualization practice
2023,Cabbage,Vegetables,Market,3.02,Synthetic data for visualization practice
2023,Okra,Vegetables,Harvest,5.05,Synthetic data for visualization practice
2023,Okra,Vegetables,Handling,4.03,Synthetic data for visualization practice
2023,Okra,Vegetables,Storage,5.89,Synthetic data for visualization practice
2023,Okra,Vegetables,Transport,4.69,Synthetic data for visualization practice
2023,Okra,Vegetables,Market,3.95,Synthetic data for visualization practice
2023,Groundnut,Oilseeds,Harvest,1.82,Synthetic data for visualization practice
2023,Groundnut,Oilseeds,Handling,1.78,Synthetic data for visualization practice
2023,Groundnut,Oilseeds,Storage,2.45,Synthetic data for visualization practice
2023,Groundnut,Oilseeds,Transport,2.15,Synthetic data for visualization practice
2023,Groundnut,Oilseeds,Market,1.62,Synthetic data for visualization practice
2023,Soybean,Oilseeds,Harvest,2.4,Synthetic data for visualization practice
2023,Soybean,Oilseeds,Handling,2.18,Synthetic data for visualization practice
2023,Soybean,Oilseeds,Storage,3.33,Synthetic data for visualization practice
2023,Soybean,Oilseeds,Transport,1.98,Synthetic data for visualization practice
2023,Soybean,Oilseeds,Market,2.08,Synthetic data for visualization practice
2023,Mustard,Oilseeds,Harvest,1.9,Synthetic data for visualization practice
2023,Mustard,Oilseeds,Handling,1.69,Synthetic data for visualization practice
2023,Mustard,Oilseeds,Storage,2.02,Synthetic data for visualization practice
2023,Mustard,Oilseeds,Transport,1.78,Synthetic data for visualization practice
2023,Mustard,Oilseeds,Market,1.02,Synthetic data for visualization practice
2023,Sunflower,Oilseeds,Harvest,2.38,Synthetic data for visualization practice
2023,Sunflower,Oilseeds,Handling,1.47,Synthetic data for visualization practice
2023,Sunflower,Oilseeds,Storage,2.31,Synthetic data for visualization practice
2023,Sunflower,Oilseeds,Transport,1.65,Synthetic data for visualization practice
2023,Sunflower,Oilseeds,Market,1.22,Synthetic data for visualization practice
2023,Chilli,Spices,Harvest,2.8,Synthetic data for visualization practice
2023,Chilli,Spices,Handling,2.48,Synthetic data for visualization practice
2023,Chilli,Spices,Storage,3.5,Synthetic data for visualization practice
2023,Chilli,Spices,Transport,2.87,Synthetic data for visualization practice
2023,Chilli,Spices,Market,2.25,Synthetic data for visualization practice
2023,Turmeric,Spices,Harvest,2.13,Synthetic data for visualization practice
2023,Turmeric,Spices,Handling,1.9,Synthetic data for visualization practice
2023,Turmeric,Spices,Storage,3.0,Synthetic data for visualization practice
2023,Turmeric,Spices,Transport,2.55,Synthetic data for visualization practice
2023,Turmeric,Spices,Market,1.4,Synthetic data for visualization practice
2023,Coriander,Spices,Harvest,2.64,Synthetic data for visualization practice
2023,Coriander,Spices,Handling,1.97,Synthetic data for visualization practice
2023,Coriander,Spices,Storage,2.66,Synthetic data for visualization practice
2023,Coriander,Spices,Transport,2.1,Synthetic data for visualization practice
2023,Coriander,Spices,Market,1.59,Synthetic data for visualization practice
2024,Rice,Cereals,Harvest,1.33,Synthetic data for visualization practice
2024,Rice,Cereals,Handling,1.11,Synthetic data for visualization practice
2024,Rice,Cereals,Storage,1.6,Synthetic data for visualization practice
2024,Rice,Cereals,Transport,1.13,Synthetic data for visualization practice
2024,Rice,Cereals,Market,1.16,Synthetic data for visualization practice
2024,Wheat,Cereals,Harvest,0.92,Synthetic data for visualization practice
2024,Wheat,Cereals,Handling,1.17,Synthetic data for visualization practice
2024,Wheat,Cereals,Storage,1.35,Synthetic data for visualization practice
2024,Wheat,Cereals,Transport,1.41,Synthetic data for visualization practice
2024,Wheat,Cereals,Market,1.01,Synthetic data for visualization practice
2024,Maize,Cereals,Harvest,2.13,Synthetic data for visualization practice
2024,Maize,Cereals,Handling,1.52,Synthetic data for visualization practice
2024,Maize,Cereals,Storage,2.37,Synthetic data for visualization practice
2024,Maize,Cereals,Transport,1.13,Synthetic data for visualization practice
2024,Maize,Cereals,Market,1.75,Synthetic data for visualization practice
2024,Barley,Cereals,Harvest,1.48,Synthetic data for visualization practice
2024,Barley,Cereals,Handling,0.66,Synthetic data for visualization practice
2024,Barley,Cereals,Storage,1.16,Synthetic data for visualization practice
2024,Barley,Cereals,Transport,1.17,Synthetic data for visualization practice
2024,Barley,Cereals,Market,0.88,Synthetic data for visualization practice
2024,Millet,Cereals,Harvest,2.11,Synthetic data for visualization practice
2024,Millet,Cereals,Handling,1.03,Synthetic data for visualization practice
2024,Millet,Cereals,Storage,2.32,Synthetic data for visualization practice
2024,Millet,Cereals,Transport,1.72,Synthetic data for visualization practice
2024,Millet,Cereals,Market,1.3,Synthetic data for visualization practice
2024,Sorghum,Cereals,Harvest,1.93,Synthetic data for visualization practice
2024,Sorghum,Cereals,Handling,0.84,Synthetic data for visualization practice
2024,Sorghum,Cereals,Storage,2.21,Synthetic data for visualization practice
2024,Sorghum,Cereals,Transport,1.31,Synthetic data for visualization practice
2024,Sorghum,Cereals,Market,1.34,Synthetic data for visualization practice
2024,Chickpea,Pulses,Harvest,2.29,Synthetic data for visualization practice
2024,Chickpea,Pulses,Handling,1.56,Synthetic data for visualization practice
2024,Chickpea,Pulses,Storage,2.09,Synthetic data for visualization practice
2024,Chickpea,Pulses,Transport,1.74,Synthetic data for visualization practice
2024,Chickpea,Pulses,Market,1.79,Synthetic data for visualization practice
2024,Pigeon Pea,Pulses,Harvest,2.15,Synthetic data for visualization practice
2024,Pigeon Pea,Pulses,Handling,1.74,Synthetic data for visualization practice
2024,Pigeon Pea,Pulses,Storage,2.16,Synthetic data for visualization practice
2024,Pigeon Pea,Pulses,Transport,2.2,Synthetic data for visualization practice
2024,Pigeon Pea,Pulses,Market,1.21,Synthetic data for visualization practice
2024,Lentil,Pulses,Harvest,2.26,Synthetic data for visualization practice
2024,Lentil,Pulses,Handling,2.38,Synthetic data for visualization practice
2024,Lentil,Pulses,Storage,2.25,Synthetic data for visualization practice
2024,Lentil,Pulses,Transport,2.06,Synthetic data for visualization practice
2024,Lentil,Pulses,Market,2.09,Synthetic data for visualization practice
2024,Green Gram,Pulses,Harvest,2.34,Synthetic data for visualization practice
2024,Green Gram,Pulses,Handling,2.07,Synthetic data for visualization practice
2024,Green Gram,Pulses,Storage,2.85,Synthetic data for visualization practice
2024,Green Gram,Pulses,Transport,2.42,Synthetic data for visualization practice
2024,Green Gram,Pulses,Market,1.67,Synthetic data for visualization practice
2024,Black Gram,Pulses,Harvest,1.47,Synthetic data for visualization practice
2024,Black Gram,Pulses,Handling,1.53,Synthetic data for visualization practice
2024,Black Gram,Pulses,Storage,2.23,Synthetic data for visualization practice
2024,Black Gram,Pulses,Transport,1.69,Synthetic data for visualization practice
2024,Black Gram,Pulses,Market,0.97,Synthetic data for visualization practice
2024,Mango,Fruits,Harvest,4.87,Synthetic data for visualization practice
2024,Mango,Fruits,Handling,3.64,Synthetic data for visualization practice
2024,Mango,Fruits,Storage,5.35,Synthetic data for visualization practice
2024,Mango,Fruits,Transport,4.09,Synthetic data for visualization practice
2024,Mango,Fruits,Market,3.25,Synthetic data for visualization practice
2024,Banana,Fruits,Harvest,4.98,Synthetic data for visualization practice
2024,Banana,Fruits,Handling,3.58,Synthetic data for visualization practice
2024,Banana,Fruits,Storage,5.46,Synthetic data for visualization practice
2024,Banana,Fruits,Transport,4.23,Synthetic data for visualization practice
2024,Banana,Fruits,Market,3.49,Synthetic data for visualization practice
2024,Apple,Fruits,Harvest,4.49,Synthetic data for visualization practice
2024,Apple,Fruits,Handling,3.28,Synthetic data for visualization practice
2024,Apple,Fruits,Storage,4.45,Synthetic data for visualization practice
2024,Apple,Fruits,Transport,3.64,Synthetic data for visualization practice
2024,Apple,Fruits,Market,3.0,Synthetic data for visualization practice
2024,Guava,Fruits,Harvest,3.94,Synthetic data for visualization practice
2024,Guava,Fruits,Handling,2.95,Synthetic data for visualization practice
2024,Guava,Fruits,Storage,4.94,Synthetic data for visualization practice
2024,Guava,Fruits,Transport,3.14,Synthetic data for visualization practice
2024,Guava,Fruits,Market,2.86,Synthetic data for visualization practice
2024,Papaya,Fruits,Harvest,5.51,Synthetic data for visualization practice
2024,Papaya,Fruits,Handling,4.54,Synthetic data for visualization practice
2024,Papaya,Fruits,Storage,5.8,Synthetic data for visualization practice
2024,Papaya,Fruits,Transport,5.32,Synthetic data for visualization practice
2024,Papaya,Fruits,Market,4.61,Synthetic data for visualization practice
2024,Orange,Fruits,Harvest,4.46,Synthetic data for visualization practice
2024,Orange,Fruits,Handling,3.78,Synthetic data for visualization practice
2024,Orange,Fruits,Storage,4.94,Synthetic data for visualization practice
2024,Orange,Fruits,Transport,3.96,Synthetic data for visualization practice
2024,Orange,Fruits,Market,2.66,Synthetic data for visualization practice
2024,Tomato,Vegetables,Harvest,4.96,Synthetic data for visualization practice
2024,Tomato,Vegetables,Handling,3.74,Synthetic data for visualization practice
2024,Tomato,Vegetables,Storage,5.69,Synthetic data for visualization practice
2024,Tomato,Vegetables,Transport,4.51,Synthetic data for visualization practice
2024,Tomato,Vegetables,Market,3.53,Synthetic data for visualization practice
2024,Potato,Vegetables,Harvest,3.6,Synthetic data for visualization practice
2024,Potato,Vegetables,Handling,3.41,Synthetic data for visualization practice
2024,Potato,Vegetables,Storage,4.11,Synthetic data for visualization practice
2024,Potato,Vegetables,Transport,3.51,Synthetic data for visualization practice
2024,Potato,Vegetables,Market,3.37,Synthetic data for visualization practice
2024,Onion,Vegetables,Harvest,3.72,Synthetic data for visualization practice
2024,Onion,Vegetables,Handling,2.72,Synthetic data for visualization practice
2024,Onion,Vegetables,Storage,4.05,Synthetic data for visualization practice
2024,Onion,Vegetables,Transport,3.47,Synthetic data for visualization practice
2024,Onion,Vegetables,Market,2.72,Synthetic data for visualization practice
2024,Cauliflower,Vegetables,Harvest,5.76,Synthetic data for visualization practice
2024,Cauliflower,Vegetables,Handling,4.56,Synthetic data for visualization practice
2024,Cauliflower,Vegetables,Storage,6.18,Synthetic data for visualization practice
2024,Cauliflower,Vegetables,Transport,5.26,Synthetic data for visualization practice
2024,Cauliflower,Vegetables,Market,4.46,Synthetic data for visualization practice
2024,Cabbage,Vegetables,Harvest,4.66,Synthetic data for visualization practice
2024,Cabbage,Vegetables,Handling,3.56,Synthetic data for visualization practice
2024,Cabbage,Vegetables,Storage,5.36,Synthetic data for visualization practice
2024,Cabbage,Vegetables,Transport,4.29,Synthetic data for visualization practice
2024,Cabbage,Vegetables,Market,3.82,Synthetic data for visualization practice
2024,Okra,Vegetables,Harvest,5.34,Synthetic data for visualization practice
2024,Okra,Vegetables,Handling,4.7,Synthetic data for visualization practice
2024,Okra,Vegetables,Storage,6.23,Synthetic data for visualization practice
2024,Okra,Vegetables,Transport,5.14,Synthetic data for visualization practice
2024,Okra,Vegetables,Market,4.23,Synthetic data for visualization practice
2024,Groundnut,Oilseeds,Harvest,2.25,Synthetic data for visualization practice
2024,Groundnut,Oilseeds,Handling,1.43,Synthetic data for visualization practice
2024,Groundnut,Oilseeds,Storage,2.14,Synthetic data for visualization practice
2024,Groundnut,Oilseeds,Transport,1.73,Synthetic data for visualization practice
2024,Groundnut,Oilseeds,Market,1.35,Synthetic data for visualization practice
2024,Soybean,Oilseeds,Harvest,2.16,Synthetic data for visualization practice
2024,Soybean,Oilseeds,Handling,2.03,Synthetic data for visualization practice
2024,Soybean,Oilseeds,Storage,2.84,Synthetic data for visualization practice
2024,Soybean,Oilseeds,Transport,1.61,Synthetic data for visualization practice
2024,Soybean,Oilseeds,Market,1.49,Synthetic data for visualization practice
2024,Mustard,Oilseeds,Harvest,2.3,Synthetic data for visualization practice
2024,Mustard,Oilseeds,Handling,1.84,Synthetic data for visualization practice
2024,Mustard,Oilseeds,Storage,2.56,Synthetic data for visualization practice
2024,Mustard,Oilseeds,Transport,2.07,Synthetic data for visualization practice
2024,Mustard,Oilseeds,Market,1.79,Synthetic data for visualization practice
2024,Sunflower,Oilseeds,Harvest,1.97,Synthetic data for visualization practice
2024,Sunflower,Oilseeds,Handling,1.18,Synthetic data for visualization practice
2024,Sunflower,Oilseeds,Storage,2.7,Synthetic data for visualization practice
2024,Sunflower,Oilseeds,Transport,1.53,Synthetic data for visualization practice
2024,Sunflower,Oilseeds,Market,1.31,Synthetic data for visualization practice
2024,Chilli,Spices,Harvest,3.11,Synthetic data for visualization practice
2024,Chilli,Spices,Handling,2.43,Synthetic data for visualization practice
2024,Chilli,Spices,Storage,3.12,Synthetic data for visualization practice
2024,Chilli,Spices,Transport,2.17,Synthetic data for visualization practice
2024,Chilli,Spices,Market,2.02,Synthetic data for visualization practice
2024,Turmeric,Spices,Harvest,3.24,Synthetic data for visualization practice
2024,Turmeric,Spices,Handling,2.5,Synthetic data for visualization practice
2024,Turmeric,Spices,Storage,3.28,Synthetic data for visualization practice
2024,Turmeric,Spices,Transport,2.07,Synthetic data for visualization practice
2024,Turmeric,Spices,Market,1.86,Synthetic data for visualization practice
2024,Coriander,Spices,Harvest,3.02,Synthetic data for visualization practice
2024,Coriander,Spices,Handling,2.45,Synthetic data for visualization practice
2024,Coriander,Spices,Storage,2.68,Synthetic data for visualization practice
2024,Coriander,Spices,Transport,2.61,Synthetic data for visualization practice
2024,Coriander,Spices,Market,2.25,Synthetic data for visualization practice
