State,Year,Measure,Value,Dataset_Status
Odisha,2021,Foodgrain_Distribution_Lakh_Tonnes,14.06,Synthetic data for visualization practice
Odisha,2021,Coverage_Percent,89.62,Synthetic data for visualization practice
Odisha,2021,Utilization_Percent,91.41,Synthetic data for visualization practice
Punjab,2021,Beneficiaries_Lakh,21.8,Synthetic data for visualization practice
Punjab,2021,Foodgrain_Allocation_Lakh_Tonnes,10.91,Synthetic data for visualization practice
Punjab,2021,Foodgrain_Distribution_Lakh_Tonnes,9.67,Synthetic data for visualization practice
Punjab,2021,Coverage_Percent,84.53,Synthetic data for visualization practice
Punjab,2021,Utilization_Percent,88.58,Synthetic data for visualization practice
Rajasthan,2021,Beneficiaries_Lakh,23.43,Synthetic data for visualization practice
Rajasthan,2021,Foodgrain_Allocation_Lakh_Tonnes,14.36,Synthetic data for visualization practice
Rajasthan,2021,Foodgrain_Distribution_Lakh_Tonnes,12.89,Synthetic data for visualization practice
Rajasthan,2021,Coverage_Percent,88.44,Synthetic data for visualization practice
Rajasthan,2021,Utilization_Percent,89.75,Synthetic data for visualization practice
Sikkim,2021,Beneficiaries_Lakh,15.34,Synthetic data for visualization practice
Sikkim,2021,Foodgrain_Allocation_Lakh_Tonnes,8.98,Synthetic data for visualization practice
Sikkim,2021,Foodgrain_Distribution_Lakh_Tonnes,8.21,Synthetic data for visualization practice
Sikkim,2021,Coverage_Percent,92.47,Synthetic data for visualization practice
Sikkim,2021,Utilization_Percent,91.44,Synthetic data for visualization practice
Tamil Nadu,2021,Beneficiaries_Lakh,12.27,Synthetic data for visualization practice
Tamil Nadu,2021,Foodgrain_Allocation_Lakh_Tonnes,7.6,Synthetic data for visualization practice
Tamil Nadu,2021,Foodgrain_Distribution_Lakh_Tonnes,6.5,Synthetic data for visualization practice
Tamil Nadu,2021,Coverage_Percent,72.65,Synthetic data for visualization practice
Tamil Nadu,2021,Utilization_Percent,85.55,Synthetic data for visualization practice
Telangana,2021,Beneficiaries_Lakh,32.71,Synthetic data for visualization practice
Telangana,2021,Foodgrain_Allocation_Lakh_Tonnes,16.72,Synthetic data for visualization practice
Telangana,2021,Foodgrain_Distribution_Lakh_Tonnes,15.13,Synthetic data for visualization practice
Telangana,2021,Coverage_Percent,92.02,Synthetic data for visualization practice
Telangana,2021,Utilization_Percent,90.5,Synthetic data for visualization practice
Tripura,2021,Beneficiaries_Lakh,28.9,Synthetic data for visualization practice
Tripura,2021,Foodgrain_Allocation_Lakh_Tonnes,16.41,Synthetic data for visualization practice
Tripura,2021,Foodgrain_Distribution_Lakh_Tonnes,14.11,Synthetic data for visualization practice
Tripura,2021,Coverage_Percent,94.88,Synthetic data for visualization practice
Tripura,2021,Utilization_Percent,86.0,Synthetic data for visualization practice
Uttar Pradesh,2021,Beneficiaries_Lakh,38.41,Synthetic data for visualization practice
Uttar Pradesh,2021,Foodgrain_Allocation_Lakh_Tonnes,19.58,Synthetic data for visualization practice
Uttar Pradesh,2021,Foodgrain_Distribution_Lakh_Tonnes,15.55,Synthetic data for visualization practice
Uttar Pradesh,2021,Coverage_Percent,82.5,Synthetic data for visualization practice
Uttar Pradesh,2021,Utilization_Percent,79.42,Synthetic data for visualization practice
Uttarakhand,2021,Beneficiaries_Lakh,6.81,Synthetic data for visualization practice
Uttarakhand,2021,Foodgrain_Allocation_Lakh_Tonnes,4.05,Synthetic data for visualization practice
Uttarakhand,2021,Foodgrain_Distribution_Lakh_Tonnes,3.49,Synthetic data for visualization practice
Uttarakhand,2021,Coverage_Percent,75.5,Synthetic data for visualization practice
Uttarakhand,2021,Utilization_Percent,86.09,Synthetic data for visualization practice
West Bengal,2021,Beneficiaries_Lakh,20.25,Synthetic data for visualization practice
West Bengal,2021,Foodgrain_Allocation_Lakh_Tonnes,9.54,Synthetic data for visualization practice
West Bengal,2021,Foodgrain_Distribution_Lakh_Tonnes,8.13,Synthetic data for visualization practice
West Bengal,2021,Coverage_Percent,78.38,Synthetic data for visualization practice
West Bengal,2021,Utilization_Percent,85.22,Synthetic data for visualization practice
Delhi,2021,Beneficiaries_Lakh,17.65,Synthetic data for visualization practice
Delhi,2021,Foodgrain_Allocation_Lakh_Tonnes,8.23,Synthetic data for visualization practice
Delhi,2021,Foodgrain_Distribution_Lakh_Tonnes,7.13,Synthetic data for visualization practice
Delhi,2021,Coverage_Percent,79.49,Synthetic data for visualization practice
Delhi,2021,Utilization_Percent,86.71,Synthetic data for visualization practice
Jammu and Kashmir,2021,Beneficiaries_Lakh,19.28,Synthetic data for visualization practice
Jammu and Kashmir,2021,Foodgrain_Allocation_Lakh_Tonnes,9.76,Synthetic data for visualization practice
Jammu and Kashmir,2021,Foodgrain_Distribution_Lakh_Tonnes,8.32,Synthetic data for visualization practice
Jammu and Kashmir,2021,Coverage_Percent,80.99,Synthetic data for visualization practice
Jammu and Kashmir,2021,Utilization_Percent,85.22,Synthetic data for visualization practice
Andhra Pradesh,2022,Beneficiaries_Lakh,22.76,Synthetic data for visualization practice
Andhra Pradesh,2022,Foodgrain_Allocation_Lakh_Tonnes,13.53,Synthetic data for visualization practice
Andhra Pradesh,2022,Foodgrain_Distribution_Lakh_Tonnes,11.29,Synthetic data for visualization practice
Andhra Pradesh,2022,Coverage_Percent,74.58,Synthetic data for visualization practice
Andhra Pradesh,2022,Utilization_Percent,83.43,Synthetic data for visualization practice
Arunachal Pradesh,2022,Beneficiaries_Lakh,8.63,Synthetic data for visualization practice
Arunachal Pradesh,2022,Foodgrain_Allocation_Lakh_Tonnes,4.52,Synthetic data for visualization practice
Arunachal Pradesh,2022,Foodgrain_Distribution_Lakh_Tonnes,4.43,Synthetic data for visualization practice
Arunachal Pradesh,2022,Coverage_Percent,81.93,Synthetic data for visualization practice
Arunachal Pradesh,2022,Utilization_Percent,97.98,Synthetic data for visualization practice
Assam,2022,Beneficiaries_Lakh,28.07,Synthetic data for visualization practice
Assam,2022,Foodgrain_Allocation_Lakh_Tonnes,12.88,Synthetic data for visualization practice
Assam,2022,Foodgrain_Distribution_Lakh_Tonnes,12.01,Synthetic data for visualization practice
Assam,2022,Coverage_Percent,76.05,Synthetic data for visualization practice
Assam,2022,Utilization_Percent,93.3,Synthetic data for visualization practice
Bihar,2022,Beneficiaries_Lakh,41.9,Synthetic data for visualization practice
Bihar,2022,Foodgrain_Allocation_Lakh_Tonnes,22.55,Synthetic data for visualization practice
Bihar,2022,Foodgrain_Distribution_Lakh_Tonnes,18.61,Synthetic data for visualization practice
Bihar,2022,Coverage_Percent,75.53,Synthetic data for visualization practice
Bihar,2022,Utilization_Percent,82.56,Synthetic data for visualization practice
Chhattisgarh,2022,Beneficiaries_Lakh,16.2,Synthetic data for visualization practice
Chhattisgarh,2022,Foodgrain_Allocation_Lakh_Tonnes,9.0,Synthetic data for visualization practice
Chhattisgarh,2022,Foodgrain_Distribution_Lakh_Tonnes,7.69,Synthetic data for visualization practice
Chhattisgarh,2022,Coverage_Percent,87.53,Synthetic data for visualization practice
Chhattisgarh,2022,Utilization_Percent,85.46,Synthetic data for visualization practice
Goa,2022,Beneficiaries_Lakh,5.89,Synthetic data for visualization practice
Goa,2022,Foodgrain_Allocation_Lakh_Tonnes,2.66,Synthetic data for visualization practice
Goa,2022,Foodgrain_Distribution_Lakh_Tonnes,2.31,Synthetic data for visualization practice
Goa,2022,Coverage_Percent,92.4,Synthetic data for visualization practice
Goa,2022,Utilization_Percent,86.83,Synthetic data for visualization practice
Gujarat,2022,Beneficiaries_Lakh,7.4,Synthetic data for visualization practice
Gujarat,2022,Foodgrain_Allocation_Lakh_Tonnes,4.02,Synthetic data for visualization practice
Gujarat,2022,Foodgrain_Distribution_Lakh_Tonnes,3.24,Synthetic data for visualization practice
Gujarat,2022,Coverage_Percent,84.15,Synthetic data for visualization practice
Gujarat,2022,Utilization_Percent,80.59,Synthetic data for visualization practice
Haryana,2022,Beneficiaries_Lakh,27.47,Synthetic data for visualization practice
Haryana,2022,Foodgrain_Allocation_Lakh_Tonnes,13.89,Synthetic data for visualization practice
Haryana,2022,Foodgrain_Distribution_Lakh_Tonnes,13.61,Synthetic data for visualization practice
Haryana,2022,Coverage_Percent,81.48,Synthetic data for visualization practice
Haryana,2022,Utilization_Percent,98.0,Synthetic data for visualization practice
Himachal Pradesh,2022,Beneficiaries_Lakh,13.18,Synthetic data for visualization practice
Himachal Pradesh,2022,Foodgrain_Allocation_Lakh_Tonnes,6.66,Synthetic data for visualization practice
Himachal Pradesh,2022,Foodgrain_Distribution_Lakh_Tonnes,5.9,Synthetic data for visualization practice
Himachal Pradesh,2022,Coverage_Percent,86.56,Synthetic data for visualization practice
Himachal Pradesh,2022,Utilization_Percent,88.59,Synthetic data for visualization practice
Jharkhand,2022,Beneficiaries_Lakh,14.21,Synthetic data for visualization practice
Jharkhand,2022,Foodgrain_Allocation_Lakh_Tonnes,7.87,Synthetic data for visualization practice
Jharkhand,2022,Foodgrain_Distribution_Lakh_Tonnes,6.98,Synthetic data for visualization practice
Jharkhand,2022,Coverage_Percent,77.22,Synthetic data for visualization practice
Jharkhand,2022,Utilization_Percent,88.7,Synthetic data for visualization practice
Karnataka,2022,Beneficiaries_Lakh,15.82,Synthetic data for visualization practice
Karnataka,2022,Foodgrain_Allocation_Lakh_Tonnes,9.66,Synthetic data for visualization practice
Karnataka,2022,Foodgrain_Distribution_Lakh_Tonnes,8.85,Synthetic data for visualization practice
Karnataka,2022,Coverage_Percent,61.86,Synthetic data for visualization practice
Karnataka,2022,Utilization_Percent,91.6,Synthetic data for visualization practice
Kerala,2022,Beneficiaries_Lakh,6.77,Synthetic data for visualization practice
Kerala,2022,Foodgrain_Allocation_Lakh_Tonnes,3.92,Synthetic data for visualization practice
Kerala,2022,Foodgrain_Distribution_Lakh_Tonnes,3.19,Synthetic data for visualization practice
Kerala,2022,Coverage_Percent,80.49,Synthetic data for visualization practice
Kerala,2022,Utilization_Percent,81.43,Synthetic data for visualization practice
Madhya Pradesh,2022,Beneficiaries_Lakh,12.98,Synthetic data for visualization practice
Madhya Pradesh,2022,Foodgrain_Allocation_Lakh_Tonnes,7.48,Synthetic data for visualization practice
Madhya Pradesh,2022,Foodgrain_Distribution_Lakh_Tonnes,6.39,Synthetic data for visualization practice
Madhya Pradesh,2022,Coverage_Percent,93.07,Synthetic data for visualization practice
Madhya Pradesh,2022,Utilization_Percent,85.43,Synthetic data for visualization practice
Maharashtra,2022,Beneficiaries_Lakh,31.47,Synthetic data for visualization practice
Maharashtra,2022,Foodgrain_Allocation_Lakh_Tonnes,14.29,Synthetic data for visualization practice
Maharashtra,2022,Foodgrain_Distribution_Lakh_Tonnes,13.69,Synthetic data for visualization practice
Maharashtra,2022,Coverage_Percent,87.0,Synthetic data for visualization practice
Maharashtra,2022,Utilization_Percent,95.78,Synthetic data for visualization practice
Manipur,2022,Beneficiaries_Lakh,15.48,Synthetic data for visualization practice
Manipur,2022,Foodgrain_Allocation_Lakh_Tonnes,6.94,Synthetic data for visualization practice
Manipur,2022,Foodgrain_Distribution_Lakh_Tonnes,5.92,Synthetic data for visualization practice
Manipur,2022,Coverage_Percent,70.03,Synthetic data for visualization practice
Manipur,2022,Utilization_Percent,85.31,Synthetic data for visualization practice
Meghalaya,2022,Beneficiaries_Lakh,3.34,Synthetic data for visualization practice
Meghalaya,2022,Foodgrain_Allocation_Lakh_Tonnes,1.86,Synthetic data for visualization practice
Meghalaya,2022,Foodgrain_Distribution_Lakh_Tonnes,1.63,Synthetic data for visualization practice
Meghalaya,2022,Coverage_Percent,82.98,Synthetic data for visualization practice
Meghalaya,2022,Utilization_Percent,87.48,Synthetic data for visualization practice
Mizoram,2022,Beneficiaries_Lakh,13.07,Synthetic data for visualization practice
Mizoram,2022,Foodgrain_Allocation_Lakh_Tonnes,6.01,Synthetic data for visualization practice
Mizoram,2022,Foodgrain_Distribution_Lakh_Tonnes,5.11,Synthetic data for visualization practice
Mizoram,2022,Coverage_Percent,80.18,Synthetic data for visualization practice
Mizoram,2022,Utilization_Percent,85.01,Synthetic data for visualization practice
Nagaland,2022,Beneficiaries_Lakh,22.7,Synthetic data for visualization practice
Nagaland,2022,Foodgrain_Allocation_Lakh_Tonnes,10.74,Synthetic data for visualization practice
Nagaland,2022,Foodgrain_Distribution_Lakh_Tonnes,9.93,Synthetic data for visualization practice
Nagaland,2022,Coverage_Percent,76.4,Synthetic data for visualization practice
Nagaland,2022,Utilization_Percent,92.44,Synthetic data for visualization practice
Odisha,2022,Beneficiaries_Lakh,15.58,Synthetic data for visualization practice
Odisha,2022,Foodgrain_Allocation_Lakh_Tonnes,9.12,Synthetic data for visualization practice
Odisha,2022,Foodgrain_Distribution_Lakh_Tonnes,8.53,Synthetic data for visualization practice
Odisha,2022,Coverage_Percent,82.51,Synthetic data for visualization practice
Odisha,2022,Utilization_Percent,93.48,Synthetic data for visualization practice
Punjab,2022,Beneficiaries_Lakh,37.45,Synthetic data for visualization practice
Punjab,2022,Foodgrain_Allocation_Lakh_Tonnes,21.63,Synthetic data for visualization practice
Punjab,2022,Foodgrain_Distribution_Lakh_Tonnes,19.44,Synthetic data for visualization practice
Punjab,2022,Coverage_Percent,94.22,Synthetic data for visualization practice
Punjab,2022,Utilization_Percent,89.86,Synthetic data for visualization practice
Rajasthan,2022,Beneficiaries_Lakh,40.13,Synthetic data for visualization practice
Rajasthan,2022,Foodgrain_Allocation_Lakh_Tonnes,21.52,Synthetic data for visualization practice
Rajasthan,2022,Foodgrain_Distribution_Lakh_Tonnes,18.8,Synthetic data for visualization practice
Rajasthan,2022,Coverage_Percent,90.55,Synthetic data for visualization practice
Rajasthan,2022,Utilization_Percent,87.37,Synthetic data for visualization practice
Sikkim,2022,Beneficiaries_Lakh,34.82,Synthetic data for visualization practice
Sikkim,2022,Foodgrain_Allocation_Lakh_Tonnes,18.8,Synthetic data for visualization practice
Sikkim,2022,Foodgrain_Distribution_Lakh_Tonnes,16.8,Synthetic data for visualization practice
Sikkim,2022,Coverage_Percent,79.7,Synthetic data for visualization practice
Sikkim,2022,Utilization_Percent,89.37,Synthetic data for visualization practice
Tamil Nadu,2022,Beneficiaries_Lakh,30.19,Synthetic data for visualization practice
Tamil Nadu,2022,Foodgrain_Allocation_Lakh_Tonnes,13.08,Synthetic data for visualization practice
Tamil Nadu,2022,Foodgrain_Distribution_Lakh_Tonnes,11.73,Synthetic data for visualization practice
Tamil Nadu,2022,Coverage_Percent,79.11,Synthetic data for visualization practice
Tamil Nadu,2022,Utilization_Percent,89.7,Synthetic data for visualization practice
Telangana,2022,Beneficiaries_Lakh,14.68,Synthetic data for visualization practice
Telangana,2022,Foodgrain_Allocation_Lakh_Tonnes,7.2,Synthetic data for visualization practice
Telangana,2022,Foodgrain_Distribution_Lakh_Tonnes,6.48,Synthetic data for visualization practice
Telangana,2022,Coverage_Percent,87.14,Synthetic data for visualization practice
Telangana,2022,Utilization_Percent,90.0,Synthetic data for visualization practice
Tripura,2022,Beneficiaries_Lakh,26.24,Synthetic data for visualization practice
Tripura,2022,Foodgrain_Allocation_Lakh_Tonnes,14.42,Synthetic data for visualization practice
Tripura,2022,Foodgrain_Distribution_Lakh_Tonnes,11.43,Synthetic data for visualization practice
Tripura,2022,Coverage_Percent,79.73,Synthetic data for visualization practice
Tripura,2022,Utilization_Percent,79.26,Synthetic data for visualization practice
Uttar Pradesh,2022,Beneficiaries_Lakh,6.42,Synthetic data for visualization practice
Uttar Pradesh,2022,Foodgrain_Allocation_Lakh_Tonnes,2.82,Synthetic data for visualization practice
Uttar Pradesh,2022,Foodgrain_Distribution_Lakh_Tonnes,2.21,Synthetic data for visualization practice
Uttar Pradesh,2022,Coverage_Percent,97.92,Synthetic data for visualization practice
Uttar Pradesh,2022,Utilization_Percent,78.28,Synthetic data for visualization practice
Uttarakhand,2022,Beneficiaries_Lakh,17.78,Synthetic data for visualization practice
Uttarakhand,2022,Foodgrain_Allocation_Lakh_Tonnes,7.89,Synthetic data for visualization practice
Uttarakhand,2022,Foodgrain_Distribution_Lakh_Tonnes,7.34,Synthetic data for visualization practice
Uttarakhand,2022,Coverage_Percent,82.29,Synthetic data for visualization practice
Uttarakhand,2022,Utilization_Percent,92.98,Synthetic data for visualization practice
West Bengal,2022,Beneficiaries_Lakh,30.2,Synthetic data for visualization practice
West Bengal,2022,Foodgrain_Allocation_Lakh_Tonnes,13.46,Synthetic data for visualization practice
West Bengal,2022,Foodgrain_Distribution_Lakh_Tonnes,12.42,Synthetic data for visualization practice
West Bengal,2022,Coverage_Percent,80.35,Synthetic data for visualization practice
West Bengal,2022,Utilization_Percent,92.23,Synthetic data for visualization practice
Delhi,2022,Beneficiaries_Lakh,8.53,Synthetic data for visualization practice
Delhi,2022,Foodgrain_Allocation_Lakh_Tonnes,3.85,Synthetic data for visualization practice
Delhi,2022,Foodgrain_Distribution_Lakh_Tonnes,3.7,Synthetic data for visualization practice
Delhi,2022,Coverage_Percent,82.32,Synthetic data for visualization practice
Delhi,2022,Utilization_Percent,95.98,Synthetic data for visualization practice
Jammu and Kashmir,2022,Beneficiaries_Lakh,15.67,Synthetic data for visualization practice
Jammu and Kashmir,2022,Foodgrain_Allocation_Lakh_Tonnes,8.99,Synthetic data for visualization practice
Jammu and Kashmir,2022,Foodgrain_Distribution_Lakh_Tonnes,6.73,Synthetic data for visualization practice
Jammu and Kashmir,2022,Coverage_Percent,80.7,Synthetic data for visualization practice
Jammu and Kashmir,2022,Utilization_Percent,74.85,Synthetic data for visualization practice
Andhra Pradesh,2023,Beneficiaries_Lakh,5.82,Synthetic data for visualization practice
Andhra Pradesh,2023,Foodgrain_Allocation_Lakh_Tonnes,2.56,Synthetic data for visualization practice
Andhra Pradesh,2023,Foodgrain_Distribution_Lakh_Tonnes,2.36,Synthetic data for visualization practice
Andhra Pradesh,2023,Coverage_Percent,80.33,Synthetic data for visualization practice
Andhra Pradesh,2023,Utilization_Percent,92.26,Synthetic data for visualization practice
Arunachal Pradesh,2023,Beneficiaries_Lakh,30.0,Synthetic data for visualization practice
Arunachal Pradesh,2023,Foodgrain_Allocation_Lakh_Tonnes,17.08,Synthetic data for visualization practice
Arunachal Pradesh,2023,Foodgrain_Distribution_Lakh_Tonnes,14.44,Synthetic data for visualization practice
Arunachal Pradesh,2023,Coverage_Percent,65.51,Synthetic data for visualization practice
Arunachal Pradesh,2023,Utilization_Percent,84.54,Synthetic data for visualization practice
Assam,2023,Beneficiaries_Lakh,6.67,Synthetic data for visualization practice
Assam,2023,Foodgrain_Allocation_Lakh_Tonnes,3.79,Synthetic data for visualization practice
Assam,2023,Foodgrain_Distribution_Lakh_Tonnes,3.53,Synthetic data for visualization practice
Assam,2023,Coverage_Percent,90.41,Synthetic data for visualization practice
Assam,2023,Utilization_Percent,93.19,Synthetic data for visualization practice
Bihar,2023,Beneficiaries_Lakh,32.97,Synthetic data for visualization practice
Bihar,2023,Foodgrain_Allocation_Lakh_Tonnes,14.75,Synthetic data for visualization practice
Bihar,2023,Foodgrain_Distribution_Lakh_Tonnes,13.44,Synthetic data for visualization practice
Bihar,2023,Coverage_Percent,81.05,Synthetic data for visualization practice
Bihar,2023,Utilization_Percent,91.11,Synthetic data for visualization practice
Chhattisgarh,2023,Beneficiaries_Lakh,30.39,Synthetic data for visualization practice
Chhattisgarh,2023,Foodgrain_Allocation_Lakh_Tonnes,15.58,Synthetic data for visualization practice
Chhattisgarh,2023,Foodgrain_Distribution_Lakh_Tonnes,15.14,Synthetic data for visualization practice
Chhattisgarh,2023,Coverage_Percent,95.12,Synthetic data for visualization practice
Chhattisgarh,2023,Utilization_Percent,97.19,Synthetic data for visualization practice
Goa,2023,Beneficiaries_Lakh,11.66,Synthetic data for visualization practice
Goa,2023,Foodgrain_Allocation_Lakh_Tonnes,5.98,Synthetic data for visualization practice
Goa,2023,Foodgrain_Distribution_Lakh_Tonnes,5.45,Synthetic data for visualization practice
Goa,2023,Coverage_Percent,94.32,Synthetic data for visualization practice
Goa,2023,Utilization_Percent,91.21,Synthetic data for visualization practice
Gujarat,2023,Beneficiaries_Lakh,9.58,Synthetic data for visualization practice
Gujarat,2023,Foodgrain_Allocation_Lakh_Tonnes,4.12,Synthetic data for visualization practice
Gujarat,2023,Foodgrain_Distribution_Lakh_Tonnes,3.74,Synthetic data for visualization practice
Gujarat,2023,Coverage_Percent,93.5,Synthetic data for visualization practice
Gujarat,2023,Utilization_Percent,90.64,Synthetic data for visualization practice
Haryana,2023,Beneficiaries_Lakh,15.13,Synthetic data for visualization practice
Haryana,2023,Foodgrain_Allocation_Lakh_Tonnes,8.05,Synthetic data for visualization practice
Haryana,2023,Foodgrain_Distribution_Lakh_Tonnes,7.12,Synthetic data for visualization practice
Haryana,2023,Coverage_Percent,77.58,Synthetic data for visualization practice
Haryana,2023,Utilization_Percent,88.42,Synthetic data for visualization practice
Himachal Pradesh,2023,Beneficiaries_Lakh,7.83,Synthetic data for visualization practice
Himachal Pradesh,2023,Foodgrain_Allocation_Lakh_Tonnes,3.5,Synthetic data for visualization practice
Himachal Pradesh,2023,Foodgrain_Distribution_Lakh_Tonnes,2.93,Synthetic data for visualization practice
Himachal Pradesh,2023,Coverage_Percent,78.76,Synthetic data for visualization practice
Himachal Pradesh,2023,Utilization_Percent,83.59,Synthetic data for visualization practice
Jharkhand,2023,Beneficiaries_Lakh,3.7,Synthetic data for visualization practice
Jharkhand,2023,Foodgrain_Allocation_Lakh_Tonnes,1.79,Synthetic data for visualization practice
Jharkhand,2023,Foodgrain_Distribution_Lakh_Tonnes,1.61,Synthetic data for visualization practice
Jharkhand,2023,Coverage_Percent,88.86,Synthetic data for visualization practice
Jharkhand,2023,Utilization_Percent,90.09,Synthetic data for visualization practice
Karnataka,2023,Beneficiaries_Lakh,6.2,Synthetic data for visualization practice
Karnataka,2023,Foodgrain_Allocation_Lakh_Tonnes,3.04,Synthetic data for visualization practice
Karnataka,2023,Foodgrain_Distribution_Lakh_Tonnes,2.65,Synthetic data for visualization practice
Karnataka,2023,Coverage_Percent,82.21,Synthetic data for visualization practice
Karnataka,2023,Utilization_Percent,87.18,Synthetic data for visualization practice
Kerala,2023,Beneficiaries_Lakh,13.62,Synthetic data for visualization practice
Kerala,2023,Foodgrain_Allocation_Lakh_Tonnes,5.97,Synthetic data for visualization practice
Kerala,2023,Foodgrain_Distribution_Lakh_Tonnes,5.59,Synthetic data for visualization practice
Kerala,2023,Coverage_Percent,82.19,Synthetic data for visualization practice
Kerala,2023,Utilization_Percent,93.57,Synthetic data for visualization practice
Madhya Pradesh,2023,Beneficiaries_Lakh,7.77,Synthetic data for visualization practice
Madhya Pradesh,2023,Foodgrain_Allocation_Lakh_Tonnes,3.71,Synthetic data for visualization practice
Madhya Pradesh,2023,Foodgrain_Distribution_Lakh_Tonnes,3.18,Synthetic data for visualization practice
Madhya Pradesh,2023,Coverage_Percent,91.97,Synthetic data for visualization practice
Madhya Pradesh,2023,Utilization_Percent,85.72,Synthetic data for visualization practice
Maharashtra,2023,Beneficiaries_Lakh,13.18,Synthetic data for visualization practice
Maharashtra,2023,Foodgrain_Allocation_Lakh_Tonnes,7.74,Synthetic data for visualization practice
Maharashtra,2023,Foodgrain_Distribution_Lakh_Tonnes,6.45,Synthetic data for visualization practice
Maharashtra,2023,Coverage_Percent,86.07,Synthetic data for visualization practice
Maharashtra,2023,Utilization_Percent,83.39,Synthetic data for visualization practice
Manipur,2023,Beneficiaries_Lakh,20.69,Synthetic data for visualization practice
Manipur,2023,Foodgrain_Allocation_Lakh_Tonnes,12.2,Synthetic data for visualization practice
Manipur,2023,Foodgrain_Distribution_Lakh_Tonnes,11.61,Synthetic data for visualization practice
Manipur,2023,Coverage_Percent,82.12,Synthetic data for visualization practice
Manipur,2023,Utilization_Percent,95.16,Synthetic data for visualization practice
Meghalaya,2023,Beneficiaries_Lakh,29.89,Synthetic data for visualization practice
Meghalaya,2023,Foodgrain_Allocation_Lakh_Tonnes,15.54,Synthetic data for visualization practice
Meghalaya,2023,Foodgrain_Distribution_Lakh_Tonnes,12.86,Synthetic data for visualization practice
Meghalaya,2023,Coverage_Percent,84.19,Synthetic data for visualization practice
Meghalaya,2023,Utilization_Percent,82.71,Synthetic data for visualization practice
Mizoram,2023,Beneficiaries_Lakh,37.37,Synthetic data for visualization practice
Mizoram,2023,Foodgrain_Allocation_Lakh_Tonnes,20.01,Synthetic data for visualization practice
Mizoram,2023,Foodgrain_Distribution_Lakh_Tonnes,17.46,Synthetic data for visualization practice
Mizoram,2023,Coverage_Percent,81.97,Synthetic data for visualization practice
Mizoram,2023,Utilization_Percent,87.26,Synthetic data for visualization practice
Nagaland,2023,Beneficiaries_Lakh,2.94,Synthetic data for visualization practice
Nagaland,2023,Foodgrain_Allocation_Lakh_Tonnes,1.47,Synthetic data for visualization practice
Nagaland,2023,Foodgrain_Distribution_Lakh_Tonnes,1.19,Synthetic data for visualization practice
Nagaland,2023,Coverage_Percent,78.06,Synthetic data for visualization practice
Nagaland,2023,Utilization_Percent,80.99,Synthetic data for visualization practice
Odisha,2023,Beneficiaries_Lakh,5.98,Synthetic data for visualization practice
Odisha,2023,Foodgrain_Allocation_Lakh_Tonnes,2.78,Synthetic data for visualization practice
Odisha,2023,Foodgrain_Distribution_Lakh_Tonnes,2.69,Synthetic data for visualization practice
Odisha,2023,Coverage_Percent,82.91,Synthetic data for visualization practice
Odisha,2023,Utilization_Percent,96.87,Synthetic data for visualization practice
Punjab,2023,Beneficiaries_Lakh,19.84,Synthetic data for visualization practice
Punjab,2023,Foodgrain_Allocation_Lakh_Tonnes,9.73,Synthetic data for visualization practice
Punjab,2023,Foodgrain_Distribution_Lakh_Tonnes,8.04,Synthetic data for visualization practice
Punjab,2023,Coverage_Percent,81.56,Synthetic data for visualization practice
Punjab,2023,Utilization_Percent,82.62,Synthetic data for visualization practice
Rajasthan,2023,Beneficiaries_Lakh,21.39,Synthetic data for visualization practice
Rajasthan,2023,Foodgrain_Allocation_Lakh_Tonnes,10.44,Synthetic data for visualization practice
Rajasthan,2023,Foodgrain_Distribution_Lakh_Tonnes,9.4,Synthetic data for visualization practice
Rajasthan,2023,Coverage_Percent,78.38,Synthetic data for visualization practice
Rajasthan,2023,Utilization_Percent,90.04,Synthetic data for visualization practice
Sikkim,2023,Beneficiaries_Lakh,41.38,Synthetic data for visualization practice
Sikkim,2023,Foodgrain_Allocation_Lakh_Tonnes,22.41,Synthetic data for visualization practice
Sikkim,2023,Foodgrain_Distribution_Lakh_Tonnes,20.11,Synthetic data for visualization practice
Sikkim,2023,Coverage_Percent,79.26,Synthetic data for visualization practice
Sikkim,2023,Utilization_Percent,89.73,Synthetic data for visualization practice
Tamil Nadu,2023,Beneficiaries_Lakh,10.98,Synthetic data for visualization practice
Tamil Nadu,2023,Foodgrain_Allocation_Lakh_Tonnes,4.69,Synthetic data for visualization practice
Tamil Nadu,2023,Foodgrain_Distribution_Lakh_Tonnes,3.4,Synthetic data for visualization practice
Tamil Nadu,2023,Coverage_Percent,98.0,Synthetic data for visualization practice
Tamil Nadu,2023,Utilization_Percent,72.59,Synthetic data for visualization practice
Telangana,2023,Beneficiaries_Lakh,14.77,Synthetic data for visualization practice
Telangana,2023,Foodgrain_Allocation_Lakh_Tonnes,8.02,Synthetic data for visualization practice
Telangana,2023,Foodgrain_Distribution_Lakh_Tonnes,7.24,Synthetic data for visualization practice
Telangana,2023,Coverage_Percent,87.23,Synthetic data for visualization practice
Telangana,2023,Utilization_Percent,90.33,Synthetic data for visualization practice
Tripura,2023,Beneficiaries_Lakh,11.29,Synthetic data for visualization practice
Tripura,2023,Foodgrain_Allocation_Lakh_Tonnes,5.91,Synthetic data for visualization practice
Tripura,2023,Foodgrain_Distribution_Lakh_Tonnes,5.62,Synthetic data for visualization practice
